run_id	sample_name	library_name	scientific_name	platform	monkey_id	hemisphere	brain_region_raw	replicate	include	notes	brain_region	region_full_name	lobe	regional_map	roi173	neocortex_flag	meta_lobe	region_group
SRR22506964	qbt-R-G-8-19_BRRL200006276-1A	qbt_R_G	Macaca fascicularis	ILLUMINA	qbt	R	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506963	qbt-R-Iapl-8-19_BRRL200006277-1A	qbt_R_Iapl	Macaca fascicularis	ILLUMINA	qbt	R	Iapl		1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22506962	qbt-R-LIpd-7-29_BRRL200004939-1A	qbt_R_LIPd	Macaca fascicularis	ILLUMINA	qbt	R	LIPd		1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506961	qbt-R-MST-7-29_BRRL200004941-1A	qbt_R_MST	Macaca fascicularis	ILLUMINA	qbt	R	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22506960	qbt-R-MT-7-29_BRRL200004942-1A	qbt_R_MT	Macaca fascicularis	ILLUMINA	qbt	R	MT		1		MT				MT	Yes	Temporal	Temporal
SRR22506959	qbt-R-PGa-9-2_BRRL200008318-1A	qbt_R_PGa	Macaca fascicularis	ILLUMINA	qbt	R	PGa		1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22507250	qbt-R-Prco-8-19_BRRL200006275-1A	qbt_R_PrCo	Macaca fascicularis	ILLUMINA	qbt	R	PrCo		1		PrCO	precentral opercular area	Frontal	PFCol	PrCO	Yes	Frontal	Frontal
SRR22507249	qbt-R-R-9-2_BRRL200008317-1A	qbt_R_R	Macaca fascicularis	ILLUMINA	qbt	R	R		1		R	rostral, core region of the auditory cortex	Temporal 	A1	R	Yes	Temporal	Temporal
SRR22507247	qbt-R-SII-9-2_BRRL200008316-1A	qbt_R_SII	Macaca fascicularis	ILLUMINA	qbt	R	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22507246	qbt-R-TEav-9-3_BRRL200008320-1A	qbt_R_TEav	Macaca fascicularis	ILLUMINA	qbt	R	TEav		1		TEav	ventral subregion of anterior TE	Temporal 	TCi	TEav	Yes	Temporal	Temporal
SRR22507245	qbt-R-TEm-9-2_BRRL200008319-1A	qbt_R_TEm	Macaca fascicularis	ILLUMINA	qbt	R	TEm		1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22507244	qbt-R-V2-7-29_BRRL200004946-1A	qbt_R_V2	Macaca fascicularis	ILLUMINA	qbt	R	V2		1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22507243	qbt-R-V3v-7-29_BRRL200004945-1A	qbt_R_V3v	Macaca fascicularis	ILLUMINA	qbt	R	V3v		1		V3v	visual area 3, ventral part	Occipital	VACv	V3v	Yes	Occipital	Occipital
SRR22507242	qbt-R-V4v-7-29_BRRL200004944-1A	qbt_R_V4v	Macaca fascicularis	ILLUMINA	qbt	R	V4v		1		V4v	visual area 4,ventral part	Occipital	TCv	V4v	Yes	Occipital	Occipital
SRR22507241	qbt-R-VIP-7-29_BRRL200004938-1A	qbt_R_VIP	Macaca fascicularis	ILLUMINA	qbt	R	VIP		1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22507180	xz-L-1-2-8-2_BRRL200004962-1A	xz_L_1-2	Macaca fascicularis	ILLUMINA	xz	L	1-2		1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22507186	xz-L-10m-10o_BRRL200004691-1A	xz_L_10m_rep1	Macaca fascicularis	ILLUMINA	xz	L	10m	rep1	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22507184	xz-L-10m_BRRL200004692-1A	xz_L_10m_rep2	Macaca fascicularis	ILLUMINA	xz	L	10m	rep2	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22507183	xz-L-10o_BRRL200004693-1A	xz_L_10o	Macaca fascicularis	ILLUMINA	xz	L	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507182	xz-L-11l_BRRL200004695-1A	xz_L_11l	Macaca fascicularis	ILLUMINA	xz	L	11l		1		11l	obrital prefrontal area,area 11l	Frontal	PFCoi	11l	Yes	Frontal	Frontal
SRR22507181	xz-L-11m_BRRL200004694-1A	xz_L_11m	Macaca fascicularis	ILLUMINA	xz	L	11m		1		11m	orbital prefrontal area,area 11m	Frontal	PFCom	11m	Yes	Frontal	Frontal
SRR22507179	xz-L-12m-8-12_BRRL200004980-1A	xz_L_12m	Macaca fascicularis	ILLUMINA	xz	L	12m		1		12m	lateral prefrontal cortex,area 12m,medial part	Frontal	PFCol	12m	Yes	Frontal	Frontal
SRR22507178	xz-L-12o-9-1_BRRL200008312-1A	xz_L_12o	Macaca fascicularis	ILLUMINA	xz	L	12o		1		12o	lateral prefrontal cortex,area 12o,orbital part	Frontal	PFCol	12o	Yes	Frontal	Frontal
SRR22507177	xz-L-12r-8-12_BRRL200004979-1A	xz_L_12r	Macaca fascicularis	ILLUMINA	xz	L	12r		1		12r	lateral prefrontal cortex,area 12r,rostal part?	Frontal	PFCol	12r	Yes	Frontal	Frontal
SRR22507176	xz-L-13b-8-12_BRRL200004981-1A	xz_L_13b	Macaca fascicularis	ILLUMINA	xz	L	13b		1		13b	orbitomedial prefrontal cortex,area 13b	Frontal	PFCom	13b	Yes	Frontal	Frontal
SRR22507175	xz-L-13l-9-1_BRRL200008313-1A	xz_L_13l	Macaca fascicularis	ILLUMINA	xz	L	13l		1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22507173	xz-L-13m-9-1_BRRL200008314-1A	xz_L_13m	Macaca fascicularis	ILLUMINA	xz	L	13m		1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22507172	xz-L-14c-9-1_BRRL200008315-1A	xz_L_14c	Macaca fascicularis	ILLUMINA	xz	L	14c		1		14c	orbitomedial prefrontal area,14c	Frontal	PFCom	14c	Yes	Frontal	Frontal
SRR22507171	xz-L-14r-8-12_BRRL200004982-1A	xz_L_14r	Macaca fascicularis	ILLUMINA	xz	L	14r		1		14r	orbitomedial prefrontal area,14r	Frontal	PFCom	14r	Yes	Frontal	Frontal
SRR22507170	xz-L-24c-8-11_BRRL200004974-1A	xz_L_24c_rep1	Macaca fascicularis	ILLUMINA	xz	L	24c	rep1	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22507169	xz-L-24c-8-12_BRRL200004984-1A	xz_L_24c_rep2	Macaca fascicularis	ILLUMINA	xz	L	24c	rep2	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22507168	xz-L-32-8-12_BRRL200004983-1A	xz_L_32	Macaca fascicularis	ILLUMINA	xz	L	32		1		32	orbitomedial prefrontal cortex,area 32	Frontal	PFCm	32	Yes	Frontal	Frontal
SRR22507167	xz-L-3a-b-8-2_BRRL200004961-1A	xz_L_3a/b	Macaca fascicularis	ILLUMINA	xz	L	3a/b		1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22507166	xz-L-45-9-1_BRRL200008311-1A	xz_L_45	Macaca fascicularis	ILLUMINA	xz	L	45		1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22507165	xz-L-46d-8-12_BRRL200004977-1A	xz_L_46d	Macaca fascicularis	ILLUMINA	xz	L	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22507164	xz-L-46v-8-12_BRRL200004978-1A	xz_L_46v	Macaca fascicularis	ILLUMINA	xz	L	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22507161	xz-L-5-8-25_BRRL200007494-1A	xz_L_5	Macaca fascicularis	ILLUMINA	xz	L	5		1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22507160	xz-L-7b-8-25_BRRL200007542-1A	xz_L_7b	Macaca fascicularis	ILLUMINA	xz	L	7b		1		7b	visual area 7b	Parietal	PCi	7b_(PFG/PF)	Yes	Parietal	Parietal
SRR22507159	xz-L-7op-8-25_BRRL200007543-1A	xz_L_7op	Macaca fascicularis	ILLUMINA	xz	L	7op		1		7op	area 7op (parietal operculum)	Parietal	S2	7op	Yes	Parietal	Parietal
SRR22507158	xz-L-8A-9-1_BRRL200008310-1A	xz_L_8A	Macaca fascicularis	ILLUMINA	xz	L	8A		1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22507157	xz-L-8Bd-9-1_BRRL200008308-1A	xz_L_8Bd	Macaca fascicularis	ILLUMINA	xz	L	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22507156	xz-L-8Bs-9-1_BRRL200008309-1A	xz_L_8Bs	Macaca fascicularis	ILLUMINA	xz	L	8Bs		1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22507155	xz-L-9d-8-12_BRRL200004976-1A	xz_L_9d	Macaca fascicularis	ILLUMINA	xz	L	9d		1		9d	area 9, dorsal subdivision	Frontal	PFCdl	9d	Yes	Frontal	Frontal
SRR22506926	xz-L-9m-8-12_BRRL200004975-1A	xz_L_9m	Macaca fascicularis	ILLUMINA	xz	L	9m		1		9m	area 9, medial subdivision	Frontal	PFCdm	9m	Yes	Frontal	Frontal
SRR22506925	xz-L-AI-8-25_BRRL200007545-1A	xz_L_AI	Macaca fascicularis	ILLUMINA	xz	L	AI		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506924	xz-L-AL_BRRL200004702-1A	xz_L_AL	Macaca fascicularis	ILLUMINA	xz	L	AL		1		AL	anterior lateral, belt region of the auditory cortex	Temporal 	TCs	AL	Yes	Temporal	Temporal
SRR22506922	xz-L-CL-8-25_BRRL200007546-1A	xz_L_CL	Macaca fascicularis	ILLUMINA	xz	L	CL		1		CL	caudal lateral, belt region of the auditory cortex	Temporal 	TCs	CL	Yes	Temporal	Temporal
SRR22506921	xz-L-CM-8-25_BRRL200007544-1A	xz_L_CM	Macaca fascicularis	ILLUMINA	xz	L	CM		1		CM	caudomedial, belt region of the auditory cortex	Temporal 	TCs	CM	Yes	Temporal	Temporal
SRR22506920	xz-L-F1-8-2_BRRL200004960-1A	xz_L_F1	Macaca fascicularis	ILLUMINA	xz	L	F1		1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506919	xz-L-F2-8-2_BRRL200004964-1A	xz_L_F2	Macaca fascicularis	ILLUMINA	xz	L	F2		1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22506918	xz-L-F4-8-17_BRRL200006266-1A	xz_L_F4	Macaca fascicularis	ILLUMINA	xz	L	F4		1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506917	xz-L-F6-9-1_BRRL200008306-1A	xz_L_F6	Macaca fascicularis	ILLUMINA	xz	L	F6		1		F6	agranular frontal area F6,PreSMA (presupplementary motor area)	Frontal	PFCdm	F6	Yes	Frontal	Frontal
SRR22506916	xz-L-F7-9-1_BRRL200008307-1A	xz_L_F7	Macaca fascicularis	ILLUMINA	xz	L	F7		1		F7	agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)	Frontal	PMCdl	F7	Yes	Frontal	Frontal
SRR22506915	xz-L-G-8-17_BRRL200006267-1A	xz_L_G	Macaca fascicularis	ILLUMINA	xz	L	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506914	xz-L-Ial_BRRL200004697-1A	xz_L_Ial	Macaca fascicularis	ILLUMINA	xz	L	Ial		1		Ial	lateral agranular insula area	Insula	Ia	Ial	Yes	Insula	Insula
SRR22506913	xz-L-Iapl-8-17_BRRL200006268-1A	xz_L_Iapl	Macaca fascicularis	ILLUMINA	xz	L	Iapl		1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22506911	xz-L-Iapm-8-17_BRRL200006269-1A	xz_L_Iapm	Macaca fascicularis	ILLUMINA	xz	L	Iapm		1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22506910	xz-L-Id_BRRL200004700-1A	xz_L_Id	Macaca fascicularis	ILLUMINA	xz	L	Id		1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506909	xz-L-Ig_BRRL200004699-1A	xz_L_Ig	Macaca fascicularis	ILLUMINA	xz	L	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506908	xz-L-LIdv-8-25_BRRL200007541-1A	xz_L_LIPv	Macaca fascicularis	ILLUMINA	xz	L	LIPv		1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506907	xz-L-PGa_BRRL200004704-1A	xz_L_PGa	Macaca fascicularis	ILLUMINA	xz	L	PGa		1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506906	xz-L-Prco_BRRL200006258-1A	xz_L_PrCo	Macaca fascicularis	ILLUMINA	xz	L	PrCo		1		PrCO	precentral opercular area	Frontal	PFCol	PrCO	Yes	Frontal	Frontal
SRR22506905	xz-L-RM_BRRL200004701-1A	xz_L_RM	Macaca fascicularis	ILLUMINA	xz	L	RM		1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506904	xz-L-TEa-8-25_BRRL200007547-1A	xz_L_TEa	Macaca fascicularis	ILLUMINA	xz	L	TEa		1		TEa	area TEa,sts ventral bank	Temporal 	TCc	TEa	Yes	Temporal	Temporal
SRR22506903	xz-L-TEo-8-25_BRRL200007548-1A	xz_L_TEO	Macaca fascicularis	ILLUMINA	xz	L	TEO		1		TEO	area TEO	Temporal 	TCc	TEO	Yes	Temporal	Temporal
SRR22506902	xz-L-TEpv-8-25_BRRL200007549-1A	xz_L_TEpv	Macaca fascicularis	ILLUMINA	xz	L	TEpv		1		TEpv	ventral subregion of posterior TE	Temporal 	TCi	TEpv	Yes	Temporal	Temporal
SRR22506900	xz-L-TFO-8-25_BRRL200007550-1A	xz_L_TFO	Macaca fascicularis	ILLUMINA	xz	L	TFO		1		TFO	area TFO of the parahippocampal cortex	Temporal 	PHC	TFO	Yes	Temporal	Temporal
SRR22506899	xz-L-TPO_BRRL200004703-1A	xz_L_TPO	Macaca fascicularis	ILLUMINA	xz	L	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506898	xz-L-VIP-8-25_BRRL200007847-1A	xz_L_VIP	Macaca fascicularis	ILLUMINA	xz	L	VIP		1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22506895	xz-R-1-2-7-28_BRRL200004925-1A	xz_R_1-2	Macaca fascicularis	ILLUMINA	xz	R	1-2		1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22506897	xz-R-10o_BRRL200004706-1A	xz_R_10o	Macaca fascicularis	ILLUMINA	xz	R	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22506896	xz-R-11l_BRRL200004707-1A	xz_R_11l	Macaca fascicularis	ILLUMINA	xz	R	11l		1		11l	obrital prefrontal area,area 11l	Frontal	PFCoi	11l	Yes	Frontal	Frontal
SRR22506719	xz-R-14c-8-20_BRRL200006287-1A	xz_R_14c	Macaca fascicularis	ILLUMINA	xz	R	14c		1		14c	orbitomedial prefrontal area,14c	Frontal	PFCom	14c	Yes	Frontal	Frontal
SRR22506718	xz-R-24a-7-28_BRRL200004937-1A	xz_R_24a	Macaca fascicularis	ILLUMINA	xz	R	24a		1		24a	anterior cingulate cortex,area 24a	Cingulate	CCa	24a	Yes	Cingulate	Cingulate
SRR22506717	xz-R-24b_BRRL200004712-1A	xz_R_24b	Macaca fascicularis	ILLUMINA	xz	R	24b		1		24b	anterior cingulate cortex,area 24b	Cingulate	CCa	24b	Yes	Cingulate	Cingulate
SRR22506714	xz-R-24c-9-3_BRRL200008323-1A	xz_R_24c_rep2	Macaca fascicularis	ILLUMINA	xz	R	24c	rep2	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22506716	xz-R-24c_BRRL200004713-1A	xz_R_24c_rep1	Macaca fascicularis	ILLUMINA	xz	R	24c	rep1	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22506713	xz-R-3a-b-7-28_BRRL200004924-1A	xz_R_3a/b	Macaca fascicularis	ILLUMINA	xz	R	3a/b		1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22506712	xz-R-45-8-20_BRRL200006286-1A	xz_R_45	Macaca fascicularis	ILLUMINA	xz	R	45		1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22506711	xz-R-46d-8-20_BRRL200006284-1A	xz_R_46d	Macaca fascicularis	ILLUMINA	xz	R	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22506710	xz-R-46v-8-20_BRRL200006285-1A	xz_R_46v	Macaca fascicularis	ILLUMINA	xz	R	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22506709	xz-R-7a-7-30_BRRL200004951-1A	xz_R_7a	Macaca fascicularis	ILLUMINA	xz	R	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22506708	xz-R-7m-7-30_BRRL200004947-1A	xz_R_7m	Macaca fascicularis	ILLUMINA	xz	R	7m		1		7m	area 7m in the medial parietal cortex	Parietal	PCm	7m(PGm)	Yes	Parietal	Parietal
SRR22506707	xz-R-8A-8-20_BRRL200006283-1A	xz_R_8A	Macaca fascicularis	ILLUMINA	xz	R	8A		1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22506706	xz-R-8Bd-8-20_BRRL200006281-1A	xz_R_8Bd	Macaca fascicularis	ILLUMINA	xz	R	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22506705	xz-R-8Bs-8-20_BRRL200006282-1A	xz_R_8Bs	Macaca fascicularis	ILLUMINA	xz	R	8Bs		1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22506703	xz-R-AL-8-26_BRRL200007554-1A	xz_R_AL	Macaca fascicularis	ILLUMINA	xz	R	AL		1		AL	anterior lateral, belt region of the auditory cortex	Temporal 	TCs	AL	Yes	Temporal	Temporal
SRR22506702	xz-R-F1-7-28_BRRL200004923-1A	xz_R_F1	Macaca fascicularis	ILLUMINA	xz	R	F1		1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506701	xz-R-F4_BRRL200004709-1A	xz_R_F4	Macaca fascicularis	ILLUMINA	xz	R	F4		1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506700	xz-R-F6-8-20_BRRL200006279-1A	xz_R_F6	Macaca fascicularis	ILLUMINA	xz	R	F6		1		F6	agranular frontal area F6,PreSMA (presupplementary motor area)	Frontal	PFCdm	F6	Yes	Frontal	Frontal
SRR22506699	xz-R-F7-8-20_BRRL200006280-1A	xz_R_F7	Macaca fascicularis	ILLUMINA	xz	R	F7		1		F7	agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)	Frontal	PMCdl	F7	Yes	Frontal	Frontal
SRR22506698	xz-R-G_BRRL200004710-1A	xz_R_G	Macaca fascicularis	ILLUMINA	xz	R	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506697	xz-R-Ial_BRRL200004711-1A	xz_R_Ial	Macaca fascicularis	ILLUMINA	xz	R	Ial		1		Ial	lateral agranular insula area	Insula	Ia	Ial	Yes	Insula	Insula
SRR22506696	xz-R-Id-7-28_BRRL200004928-1A	xz_R_Id	Macaca fascicularis	ILLUMINA	xz	R	Id		1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506695	xz-R-Ig-7-28_BRRL200004927-1A	xz_R_Ig	Macaca fascicularis	ILLUMINA	xz	R	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506694	xz-R-Ipa-7-28_BRRL200004934-1A	xz_R_IPa	Macaca fascicularis	ILLUMINA	xz	R	IPa		1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22506692	xz-R-LIpd-7-30_BRRL200004949-1A	xz_R_LIPd	Macaca fascicularis	ILLUMINA	xz	R	LIPd		1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506691	xz-R-LIpv-7-30_BRRL200004950-1A	xz_R_LIPv	Macaca fascicularis	ILLUMINA	xz	R	LIPv		1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506690	xz-R-MST-7-30_BRRL200004952-1A	xz_R_MST	Macaca fascicularis	ILLUMINA	xz	R	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22506689	xz-R-PGa-7-28_BRRL200004933-1A	xz_R_PGa	Macaca fascicularis	ILLUMINA	xz	R	PGa		1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506688	xz-R-Pi-8-26_BRRL200007553-1A	xz_R_Pi	Macaca fascicularis	ILLUMINA	xz	R	Pi		1		Pi	parainsular area	Insula	Ia	Pi	Yes	Insula	Insula
SRR22506495	xz-R-R-7-28_BRRL200004930-1A	xz_R_R	Macaca fascicularis	ILLUMINA	xz	R	R		1		R	rostral, core region of the auditory cortex	Temporal 	A1	R	Yes	Temporal	Temporal
SRR22506494	xz-R-RM-7-28_BRRL200004929-1A	xz_R_RM	Macaca fascicularis	ILLUMINA	xz	R	RM		1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506493	xz-R-SII-7-28_BRRL200004926-1A	xz_R_SII	Macaca fascicularis	ILLUMINA	xz	R	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22506492	xz-R-STGr-8-26_BRRL200007555-1A	xz_R_STG	Macaca fascicularis	ILLUMINA	xz	R	STG		1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506491	xz-R-TAa-7-28_BRRL200004931-1A	xz_R_TAa	Macaca fascicularis	ILLUMINA	xz	R	TAa		1		TAa	area TAa,sts dorsal bank	Temporal 	TCs	TAa	Yes	Temporal	Temporal
SRR22506489	xz-R-TEa-7-28_BRRL200004935-1A	xz_R_TEa	Macaca fascicularis	ILLUMINA	xz	R	TEa		1		TEa	area TEa,sts ventral bank	Temporal 	TCc	TEa	Yes	Temporal	Temporal
SRR22506488	xz-R-TEad-8-26_BRRL200007556-1A	xz_R_TEad	Macaca fascicularis	ILLUMINA	xz	R	TEad		1		TEad	dorsal subregion of anterior TE	Temporal 	TCi	TEad	Yes	Temporal	Temporal
SRR22506487	xz-R-TEav-9-3_BRRL200008321-1A	xz_R_TEav	Macaca fascicularis	ILLUMINA	xz	R	TEav		1		TEav	ventral subregion of anterior TE	Temporal 	TCi	TEav	Yes	Temporal	Temporal
SRR22506486	xz-R-TEm-7-28_BRRL200004936-1A	xz_R_TEm	Macaca fascicularis	ILLUMINA	xz	R	TEm		1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506485	xz-R-TPO-7-28_BRRL200004932-1A	xz_R_TPO	Macaca fascicularis	ILLUMINA	xz	R	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506484	xz-R-V2-7-30_BRRL200004953-1A	xz_R_V2	Macaca fascicularis	ILLUMINA	xz	R	V2		1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506483	xz-R-VIP-7-30_BRRL200004948-1A	xz_R_VIP	Macaca fascicularis	ILLUMINA	xz	R	VIP		1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
