sample_id,donor,truth,pred_top1,pred_top3,hit1,hit3,panel_genes
20R303,zs,Operculum/Insula,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,200
20R304,zs,Operculum/Insula,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,200
20R305,zs,Subcortical,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex | Temporal,0,0,200
20R306,zs,Subcortical,Subcortical,Subcortical | Hippocampal formation | Temporal,1,1,200
20R307,zs,Operculum/Insula,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,0,200
20R308,zs,Temporal,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,200
20R309,zs,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",1,1,200
20R310,zs,"Parietal, and Parieto-occipital region",Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Temporal | Parietal, and Parieto-occipital region",0,1,200
20R311,zs,Temporal,Temporal,"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",1,1,200
20R312,zs,Temporal,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,200
20R313,zs,Occipital/Temporal,Occipital/Temporal,"Occipital/Temporal | Temporal | Parietal, and Parieto-occipital region",1,1,200
20R314,zs,Occipital/Temporal,Occipital/Temporal,"Occipital/Temporal | Temporal | Parietal, and Parieto-occipital region",1,1,200
20R315,zs,Temporal,Occipital/Temporal,"Occipital/Temporal | Temporal | Parietal, and Parieto-occipital region",0,1,200
20R320,zs,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,200
20R321,zs,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,200
20R322,zs,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,200
20R323,zs,Orbitomedial Prefrontal Cortex (OMPFC),Temporal,"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,0,200
20R324,zs,Frontal (agranular frontal motor areas),Temporal,"Temporal | Occipital/Temporal | Parietal, and Parieto-occipital region",0,0,200
20R325,zs,Operculum/Insula,Temporal,"Temporal | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,0,200
20R326,zs,Operculum/Insula,Temporal,"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,0,200
20R327,zs,Operculum/Insula,Temporal,"Temporal | Cingulate gyrus | Parietal, and Parieto-occipital region",0,0,200
20R328,zs,Operculum/Insula,Operculum/Insula,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),1,1,200
20R331,zs,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Temporal,1,1,200
20R332,zs,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,200
20R335,zs,Orbitomedial Prefrontal Cortex (OMPFC),Temporal,"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,0,200
20R336,zs,Subcortical,Subcortical,Subcortical | Hippocampal formation | Temporal,1,1,200
20R337,zs,Cingulate gyrus,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Temporal | Frontal (agranular frontal motor areas),0,0,200
20R338,zs,Temporal,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,200
20R340,zs,Temporal,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,200
20R341,zs,Operculum/Insula,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,200
20R342,zs,Operculum/Insula,Temporal,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,200
20R343,zs,Orbitomedial Prefrontal Cortex (OMPFC),Temporal,"Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Parietal, and Parieto-occipital region",0,1,200
20R344,zs,Orbitomedial Prefrontal Cortex (OMPFC),Temporal,Temporal | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC),0,1,200
20R345,zs,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Temporal | Operculum/Insula,1,1,200
20R346,zs,Subcortical,Subcortical,"Subcortical | Occipital/Temporal | Parietal, and Parieto-occipital region",1,1,200
20R347,zs,Subcortical,Subcortical,Subcortical | Hippocampal formation | Occipital/Temporal,1,1,200
