route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,route_family
top3_network_beam_local_region_candidates,19R509,AL,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,7b,7op,1-2,14,0,0,Temporal::AL + R,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::AL + R,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,AL | R,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R510,STG,Temporal,"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",1,1,R,7op,ML,39,0,0,Temporal::PGa + RTL + STG + TAa + TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",IPa,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,PGa | RTL | STG | TAa | TEa,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R511,HC,Hippocampal formation,Hippocampal formation | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,HC,25,Ia,1,1,1,HC,HC,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 25 + 32,Operculum/Insula::Ia + Ial + Iapm + Pi,1,1,1,low_resolution,training_n<8,HC,low_resolution,HC,25,6,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R512,7op,"Parietal, and Parieto-occipital region","Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,1,7b,7a,Tpt,7,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Temporal::PGa + RTL + STG + TAa + TEa,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R513,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Lateral Prefrontal Cortex",1,1,VIP,V4,LIPv,1,1,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::V1 + V2 + V3d + V3v + V4 + V4v,Occipital/Temporal::FST + MST,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,32,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R514,TEpd,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEpv,TFO,STG,28,0,0,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,TFO,Temporal::RTL + STG,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,low_resolution,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R515,TEO,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,V3d,FST,V3v,11,0,0,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::FST + MST,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,TEO | TEad | TEm | TEpd,46,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R517,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V1,V2,V3v,1,1,1,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::FST + MST,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R518,thalamus,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,thalamus,GPeGPi,amy,1,1,1,thalamus,thalamus,GPeGPi,amy,1,1,1,low_resolution,training_n<8,thalamus,low_resolution,thalamus,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R519,amy,Subcortical,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Hippocampal formation,0,0,25,Ia,Pi,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25 + 32,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 14c | 25 | 32,outside_network_beam,,25,6,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R352,amy,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,thalamus,GPeGPi,NARegion,9,0,0,amy,thalamus,GPeGPi,NARegion,8,0,0,low_resolution,training_n<8,thalamus,low_resolution,amy,21,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R364,G,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Iapl,Id,Ia,12,0,0,Operculum/Insula::G + Iapl + Id + Ig,Operculum/Insula::G + Iapl + Id + Ig,Operculum/Insula::Ia + Ial + Iapm + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig,low_resolution,G | Iapl | Id | Ig,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R368,3a/b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",1,1,3a/b,CL,A1,1,1,1,3a/b,3a/b,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,7m,1,1,1,low_resolution,nearest_centroid_corr>=0.95,3a/b,low_resolution,3a/b,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R371,V3v,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V3v,V1,2,0,1,Occipital/Temporal::V3d + V3v + V4 + V4v,Occipital/Temporal::V1 + V2,Occipital/Temporal::V3d + V3v + V4 + V4v,Occipital/Temporal::FST + MST,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2,low_resolution,V3d | V3v | V4 | V4v,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R578,F5,Frontal (agranular frontal motor areas),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,0,Ig,G,Iapl,111,0,0,outside_network_beam,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',24a',111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | PrCo | Ri | SII,outside_network_beam,,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R579,PrCo,Operculum/Insula,Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,1,Iapl,Id,Ig,14,0,0,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Operculum/Insula::Ia + Ial + Iapm + Pi,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | PrCo | Ri | SII,low_resolution,G | Iapl | Id | Ig | PrCo | Ri | SII,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R580,Ial,Operculum/Insula,Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,1,Iapl,Ia,Iapm,5,0,0,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Operculum/Insula::Ia + Ial + Iapm + Pi,Cingulate gyrus::23b + 23c + 24b + 24c + 24c',2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | PrCo | Ri | SII,low_resolution,Ia | Ial | Iapm | Pi,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R581,24c,Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex,1,1,24b',12o,24c,3,0,1,Cingulate gyrus::24b + 24c,Cingulate gyrus::23b + 23c + 24a' + 24b',Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Cingulate gyrus::24b + 24c,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24a' | 24b',low_resolution,24b | 24c,36,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R582,7b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7b,7a,7op,1,1,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R583,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7b,7op,7a,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R584,A1,Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,A1,CL,CM,1,1,1,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,A1 | CL | CM | IPa | ML | TPO | Tpt,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R585,CL,Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,CM,ML,CL,3,0,1,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,A1 | CL | CM | IPa | ML | TPO | Tpt,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R586,TEpd,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,V4v,TEO,1,1,1,Temporal::TEO + TEad + TEm + TEpd + TEpv,Temporal::TEO + TEad + TEm + TEpd + TEpv,Occipital/Temporal::V4 + V4v,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd | TEpv,low_resolution,TEO | TEad | TEm | TEpd | TEpv,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R587,TEpv,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEav,TEad,TAa,12,0,0,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TFO,TAa,Temporal::RTL + STG,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TFO,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R588,9m,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Cingulate gyrus | Lateral Prefrontal Cortex,0,1,8Bm,F6,F5,9,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F6,F5,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R589,9d,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,44,F2,8Bs,13,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Frontal (agranular frontal motor areas)::F1 + F2 + F3,F7,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R590,12m,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,1,12l,9d,12r,4,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13b + 13l + 13m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13b + 13l + 13m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,11l | 12m | 12o | 13b | 13l | 13m,36,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R591,13b,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,13a,13b,11m,2,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R592,14r,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Lateral Prefrontal Cortex,1,1,13b,11m,10m,8,0,0,14r,13b,11m,10m,6,0,0,low_resolution,nearest_centroid_corr>=0.95,13b,low_resolution,14r,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R593,32,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,32,24b,14c,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R594,44,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Cingulate gyrus,1,1,F5,12l,9d,18,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F5,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,F5,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R595,12o,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,24c,PrCo,12o,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24b | 24b' | 24c | 24c',low_resolution,11l | 11m | 12m | 12o | 13l | 13m,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R596,13a,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,24a',23b,Iapl,15,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 25 + 32,24a',Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,24a',low_resolution,10m | 13a | 13b | 14c | 25 | 32,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R597,13b,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex | Operculum/Insula,1,1,10o,10m,11m,8,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 25 + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,10m | 13a | 13b | 14c | 25 | 32,37,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R598,14c,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,13a,14c,14r,2,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R599,25,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,25,24c,13a,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24a' + 24b + 24b' + 24c + 24c',Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R600,44,Lateral Prefrontal Cortex,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,F1,F2,F3,12,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,Frontal (agranular frontal motor areas)::F1 + F2,F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,44 | 45 | 8A | 8Bd | 8Bs,30,11,hybrid_projected_network_logcpm_exact
