route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,qbt-L-pi-8-10_BRRL200004967-1A,Pi,Operculum/Insula,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),0,1,Id,Iapl,Ial,4,0,0,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Iapl + Id + PrCO,Operculum/Insula::Ia + Ial + Iapm + Pi,Temporal::RM + RT + RTM,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Iapl | Id | PrCO,low_resolution,Ia | Ial | Iapm | Pi,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-TEa-8-10_BRRL200004968-1A,TEa,Temporal,"Temporal | Occipital/Temporal | Parietal, and Parieto-occipital region",1,1,TEa,TPO,V4v,1,1,1,TEa,TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,TEa,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-TEad-8-11_BRRL200004969-1A,TEad,Temporal,"Temporal | Occipital/Temporal | Parietal, and Parieto-occipital region",1,1,TEa,TEO,V4v,30,0,0,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,TEa,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,IPa | PGa | TAa | TEO | TEad | TEm | TEpd | TEpv,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-24c-8-11_BRRL200004971-1A,24c,Cingulate gyrus,"Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Parietal, and Parieto-occipital region",0,0,9m,11l,46v,111,0,0,outside_network_beam,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,8Bd,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,outside_network_beam,,36,8,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-9m-8-13_BRRL200004985-1A,9m,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Frontal (agranular frontal motor areas),1,1,9m,11l,11m,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,11m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,33,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-46v-8-13_BRRL200004986-1A,46v,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Temporal",1,1,46d,46v,45,2,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,Lateral Prefrontal Cortex::8A + 8Bd + 8Bm + 8Bs + 9d + 9m,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-12r-8-13_BRRL200004987-1A,12r,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,46d,45,8A,12,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,Lateral Prefrontal Cortex::8A + 8Bd + 8Bm + 8Bs + 9d + 9m,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-12m-8-13_BRRL200004988-1A,12m,Orbitomedial Prefrontal Cortex (OMPFC),"Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,0,46v,46d,12r,111,0,0,outside_network_beam,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",Temporal::IPa + PGa + TAa + TEad + TEav + TEm + TEpv,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v,outside_network_beam,,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-11m-8-13_BRRL200004989-1A,11m,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,11l,46v,13l,6,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m | 32,low_resolution,11m | 13a | 14c | 25,53,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-11l-8-13_BRRL200004990-1A,11l,Orbitomedial Prefrontal Cortex (OMPFC),"Temporal | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",0,1,11l,13l,12m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13l + 13m,11m,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 13l | 13m,low_resolution,11l | 12m | 13l | 13m,50,18,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-13b-8-13_BRRL200004991-1A,13b,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Temporal | Lateral Prefrontal Cortex,1,1,11l,10o,11m,6,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m | 32,low_resolution,13b | 14r,53,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-10m-8-13_BRRL200004992-1A,10m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Temporal,1,1,Iapl,Id,G,26,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b,Operculum/Insula::Iapl + Id + PrCO,Operculum/Insula::G + Ig + Ri + SII,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Iapl | Id | PrCO,low_resolution,10m | 13b,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-24c-8-13_BRRL200004993-1A,24c,Cingulate gyrus,Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,0,1,24b,32,24c,3,0,1,Cingulate gyrus::23b + 23c + 24a' + 24b + 24b' + 24c + 24c',Cingulate gyrus::23b + 23c + 24a' + 24b + 24b' + 24c + 24c',32,Orbitomedial Prefrontal Cortex (OMPFC)::12o + 13l + 13m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24a' | 24b | 24b' | 24c | 24c',low_resolution,23b | 23c | 24a' | 24b | 24b' | 24c | 24c',34,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-F5-8-14_BRRL200006259-1A,F5,Frontal (agranular frontal motor areas),"Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Parietal, and Parieto-occipital region",0,1,8Bs,F7,8A,27,0,0,F5,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,F7,Frontal (agranular frontal motor areas)::F1 + F2,10,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,F5,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-F4-8-14_BRRL200006260-1A,F4,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,1,F4,8Bs,8A,1,1,1,F4,F4,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,F7,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,F4,low_resolution,F4,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-Prco-8-14_BRRL200006261-1A,PrCO,Operculum/Insula,Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,PrCO,11l,11m,1,1,1,Operculum/Insula::Iapl + Id + PrCO,Operculum/Insula::Iapl + Id + PrCO,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Iapl | Id | PrCO,low_resolution,Iapl | Id | PrCO,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-G-8-14_BRRL200006262-1A,G,Operculum/Insula,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",0,1,TAa,PGa,AL,7,0,0,Operculum/Insula::G + Iapl + Id + PrCO,Temporal::AL + CL + ML + R + TAa + TPO + Tpt,Temporal::IPa + PGa,Operculum/Insula::Ig + Ri + SII,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | CL | ML | R | TAa | TPO | Tpt,low_resolution,G | Iapl | Id | PrCO,48,15,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-Ial-8-14_BRRL200006263-1A,Ial,Operculum/Insula,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),1,1,Ial,Pi,Iapm,1,1,1,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Iapl + Id + PrCO,Temporal::RM + RT + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,Ia | Ial | Iapm | Pi,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-Iapm-8-14_BRRL200006264-1A,Iapm,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Ial,Pi,Iapm,3,0,1,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Iapl + Id + PrCO,Temporal::RM + RT + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,Ia | Ial | Iapm | Pi,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-9d-8-18_BRRL200006271-1A,9d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Parietal, and Parieto-occipital region",1,1,46v,11l,10o,13,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13b + 14r,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,36,8,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-46d-8-18_BRRL200006272-1A,46d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",1,1,46d,46v,12m,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bs,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,36,8,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-46v-8-18_BRRL200006273-1A,46v,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",1,1,46v,11l,10o,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13b + 14r,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,36,8,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-F4-8-19_BRRL200006274-1A,F4,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,0,3a/b,CL,CM,111,0,0,outside_network_beam,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,3a/b | 5 | LIPd | LIPv | VIP,outside_network_beam,,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-Prco-8-19_BRRL200006275-1A,PrCO,Operculum/Insula,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,0,TEa,TPO,7op,111,0,0,outside_network_beam,TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,outside_network_beam,,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-G-8-19_BRRL200006276-1A,G,Operculum/Insula,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",0,1,TAa,TEad,TEav,6,0,0,Operculum/Insula::G + Iapl + Id + PrCO,Temporal::AL + CL + ML + R + TAa + TPO + Tpt,Temporal::TEO + TEad + TEav + TEm + TEpd + TG,Temporal::RM + RT + RTL + RTM + STG,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | CL | ML | R | TAa | TPO | Tpt,low_resolution,G | Iapl | Id | PrCO,48,15,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-Iapl-8-19_BRRL200006277-1A,Iapl,Operculum/Insula,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),0,1,Id,Iapl,G,2,0,1,Operculum/Insula::Iapl + Id + PrCO,Operculum/Insula::Iapl + Id + PrCO,Operculum/Insula::G + Ig + Ri + SII,Temporal::RM + RT + RTM,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Iapl | Id | PrCO,low_resolution,Iapl | Id | PrCO,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-5-8-24_BRRL200007485-1A,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,VIP,LIPv,7m,4,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",7m,TEa,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,3a/b | 5 | LIPd | LIPv | VIP,low_resolution,3a/b | 5 | LIPd | LIPv | VIP,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-7b-8-24_BRRL200007486-1A,7b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7m,TEa,5,13,0,0,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",7m,TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,7m,low_resolution,1-2 | 7a | 7b | 7op,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-7op-8-24_BRRL200007487-1A,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",1,1,TEa,LIPv,3a/b,15,0,0,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,7,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,1-2 | 7a | 7b | 7op,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-AI-8-24_BRRL200007488-1A,A1,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MST,VIP,A1,3,0,1,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-CL-8-24_BRRL200007489-1A,CL,Temporal,"Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",0,1,TEa,VIP,LIPv,5,0,0,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-TPO-8-24_BRRL200007490-1A,TPO,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEa,PGa,TPO,3,0,1,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-PGa-8-24_BRRL200007491-1A,PGa,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEa,7m,TPO,9,0,0,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,TEa,7m,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,IPa | PGa | TAa | TEO | TEad | TEm | TEpd | TEpv,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-IPa-8-24_BRRL200007492-1A,IPa,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,TEa,LIPv,3a/b,24,0,0,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,IPa | PGa | TAa | TEO | TEad | TEm | TEpd | TEpv,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-VIP-8-27_BRRL200007560-1A,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",1,1,LIPv,VIP,TEa,2,0,1,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",TEa,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,3a/b | 5 | LIPd | LIPv | VIP,low_resolution,3a/b | 5 | LIPd | LIPv | VIP,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-LIpv-8-27_BRRL200007561-1A,LIPv,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",1,1,MST,LIPv,VIP,2,0,1,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,low_resolution,3a/b | 5 | LIPd | LIPv | VIP,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-LIpd-8-27_BRRL200007562-1A,LIPd,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",1,1,TEa,LIPv,3a/b,7,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,3a/b | 5 | LIPd | LIPv | VIP,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-7a-8-27_BRRL200007563-1A,7a,"Parietal, and Parieto-occipital region","Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,TEa,TPO,7op,4,0,0,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,1-2 | 7a | 7b | 7op,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-TPt-8-27_BRRL200007926-1A,Tpt,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEa,TPO,LIPd,22,0,0,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-MST-8-27_BRRL200007927-1A,MST,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,TEa,LIPv,MST,3,0,1,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,45,13,qbt,hybrid_projected_network_logcpm_exact
