route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,xz-L-14r-8-12_BRRL200004982-1A,14r,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Temporal | Operculum/Insula,1,1,14r,14c,11m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,11m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13b | 14r,low_resolution,10m | 13b | 14r,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-32-8-12_BRRL200004983-1A,32,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,24c,32,24b,2,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13a + 13b + 14c + 25 + 32,Cingulate gyrus::23b + 23c + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13a + 13b + 14c + 25 + 32,24b,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24c | 24c',low_resolution,10m | 11m | 13a | 13b | 14c | 25 | 32,34,13,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-24c-8-12_BRRL200004984-1A,24c,Cingulate gyrus,Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,0,1,24c,32,24b,1,1,1,Cingulate gyrus::23b + 23c + 24c + 24c',Cingulate gyrus::23b + 23c + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13a + 13b + 14c + 25 + 32,24b,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24c | 24c',low_resolution,23b | 23c | 24c | 24c',34,13,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-F4-8-17_BRRL200006266-1A,F4,Frontal (agranular frontal motor areas),"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,0,TEa,LIPd,PGa,111,0,0,outside_network_beam,TEa,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",Temporal::IPa + PGa,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,outside_network_beam,,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-G-8-17_BRRL200006267-1A,G,Operculum/Insula,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),0,1,PrCO,TEav,STG,4,0,0,Operculum/Insula::G + Ig + Ri + SII,PrCO,Temporal::A1 + CL + CM + ML + TEav + TEpv + TPO + Tpt,Temporal::RTL + STG,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,PrCO,low_resolution,G | Ig | Ri | SII,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-Iapl-8-17_BRRL200006268-1A,Iapl,Operculum/Insula,Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Temporal,0,1,Iapl,Pi,Ial,1,1,1,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Temporal::RT + RTM,PrCO,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,Ia | Ial | Iapl | Iapm | Id | Pi,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-Iapm-8-17_BRRL200006269-1A,Iapm,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Iapm,Ial,Pi,1,1,1,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Temporal::RT + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,Ia | Ial | Iapl | Iapm | Id | Pi,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-F6-8-20_BRRL200006279-1A,F6,Frontal (agranular frontal motor areas),"Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Parietal, and Parieto-occipital region",0,1,F5,9d,8Bd,4,0,0,F6,Frontal (agranular frontal motor areas)::F1 + F2 + F5,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,F6,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F5,low_resolution,F6,30,11,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-F7-8-20_BRRL200006280-1A,F7,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,1,F7,F4,F2,1,1,1,Frontal (agranular frontal motor areas)::F3 + F7,Frontal (agranular frontal motor areas)::F3 + F7,F4,Frontal (agranular frontal motor areas)::F1 + F2 + F5,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F7,low_resolution,F3 | F7,30,11,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-8Bd-8-20_BRRL200006281-1A,8Bd,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,LIPd,8Bs,8A,11,0,0,Lateral Prefrontal Cortex::8Bd + 8Bm,LIPd,Lateral Prefrontal Cortex::8A + 8Bs,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",9,0,0,low_resolution,nearest_centroid_corr>=0.95,LIPd,low_resolution,8Bd | 8Bm,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-8Bs-8-20_BRRL200006282-1A,8Bs,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC)",0,1,8A,46d,45,9,0,0,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,"Parietal, and Parieto-occipital region::7a + 7b + 7op",Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,36,10,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-8A-8-20_BRRL200006283-1A,8A,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC)",0,1,46d,46v,7a,11,0,0,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,"Parietal, and Parieto-occipital region::7a + 7b + 7op",Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 13b + 14r + 32,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,36,10,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-46d-8-20_BRRL200006284-1A,46d,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,46d,7a,9d,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",9d,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-46v-8-20_BRRL200006285-1A,46v,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,46d,7a,8A,21,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",Lateral Prefrontal Cortex::8A + 8Bs,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-45-8-20_BRRL200006286-1A,45,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,TEa,7a,46d,8,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,TEa,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-14c-8-20_BRRL200006287-1A,14c,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Temporal | Operculum/Insula,1,1,Iapl,Ial,14c,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,13a | 14c | 25,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-5-8-25_BRRL200007494-1A,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",1,1,TEa,VIP,CL,5,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",Temporal::A1 + CL + CM + ML + TPO + Tpt,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,3a/b | 5 | 7m | LIPv | VIP,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-VIP-8-25_BRRL200007847-1A,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",1,1,MT,MST,FST,4,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",MT,Occipital/Temporal::FST + MST + V3d,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,3a/b | 5 | 7m | LIPv | VIP,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-LIdv-8-25_BRRL200007541-1A,LIPv,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",1,1,MT,MST,FST,6,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",MT,Occipital/Temporal::FST + MST + V3d,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,3a/b | 5 | 7m | LIPv | VIP,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-7b-8-25_BRRL200007542-1A,7b,"Parietal, and Parieto-occipital region","Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,TEa,LIPd,IPa,9,0,0,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",TEa,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",Temporal::IPa + PGa,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,1-2 | 7a | 7b | 7op | LIPd,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-7op-8-25_BRRL200007543-1A,7op,"Parietal, and Parieto-occipital region","Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,TEa,PGa,7a,5,0,0,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",TEa,Temporal::IPa + PGa,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,1-2 | 7a | 7b | 7op | LIPd,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-CM-8-25_BRRL200007544-1A,CM,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MT,MST,FST,15,0,0,Temporal::A1 + CL + CM + ML + TPO + Tpt,MT,Occipital/Temporal::FST + MST + V3d,Temporal::A1 + CL + CM + ML + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,A1 | CL | CM | ML | TPO | Tpt,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-AI-8-25_BRRL200007545-1A,A1,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MT,MST,FST,4,0,0,Temporal::A1 + CL + CM + ML + TPO + Tpt,MT,Occipital/Temporal::FST + MST + V3d,Temporal::A1 + CL + CM + ML + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,A1 | CL | CM | ML | TPO | Tpt,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-CL-8-25_BRRL200007546-1A,CL,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MT,MST,FST,8,0,0,Temporal::A1 + CL + CM + ML + TPO + Tpt,MT,Occipital/Temporal::FST + MST + V3d,Temporal::A1 + CL + CM + ML + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,A1 | CL | CM | ML | TPO | Tpt,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-TEa-8-25_BRRL200007547-1A,TEa,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MT,MST,FST,10,0,0,TEa,MT,Occipital/Temporal::FST + MST + V3d,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,TEa,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-TEo-8-25_BRRL200007548-1A,TEO,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,MT,MST,FST,17,0,0,Temporal::TEO + TEpd,MT,Occipital/Temporal::FST + MST + V3d,"Parietal, and Parieto-occipital region::3a/b + 5 + 7m + LIPv + VIP",9,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,MT,low_resolution,TEO | TEpd,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-TEpv-8-25_BRRL200007549-1A,TEpv,Temporal,"Temporal | Occipital/Temporal | Parietal, and Parieto-occipital region",1,1,TEad,PGa,TEav,6,0,0,TEpv,Temporal::TEad + TEav + TG,Temporal::IPa + PGa,TEm,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEad | TEav | TG,low_resolution,TEpv,46,18,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-TFO-8-25_BRRL200007550-1A,TFO,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TG,TEav,Pi,13,0,0,TFO,TG,Temporal::A1 + CL + CM + ML + TEav + TEpv + TPO + Tpt,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,10,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TG,low_resolution,TFO,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-Pi-8-26_BRRL200007553-1A,Pi,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Ial,Iapm,Pi,3,0,1,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,TG,Temporal::RT + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,Ia | Ial | Iapl | Iapm | Id | Pi,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-AL-8-26_BRRL200007554-1A,AL,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEad,G,TAa,14,0,0,Temporal::AL + R + RM,Temporal::RT + RTL + RTM + STG + TEad + TEav,Operculum/Insula::G + Ig + Ri + SII,TAa,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RT | RTL | RTM | STG | TEad | TEav,low_resolution,AL | R | RM,48,15,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-STGr-8-26_BRRL200007555-1A,STG,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEav,PrCO,STG,3,0,1,Temporal::RTL + STG,Temporal::A1 + CL + CM + ML + TEav + TEpv + TPO + Tpt,PrCO,Temporal::RTL + STG,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | ML | TEav | TEpv | TPO | Tpt,low_resolution,RTL | STG,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-R-TEad-8-26_BRRL200007556-1A,TEad,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEav,TEad,STG,2,0,1,Temporal::RT + RTL + RTM + STG + TEad + TEav,Temporal::RT + RTL + RTM + STG + TEad + TEav,TAa,PrCO,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RT | RTL | RTM | STG | TEad | TEav,low_resolution,RT | RTL | RTM | STG | TEad | TEav,48,15,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-F6-9-1_BRRL200008306-1A,F6,Frontal (agranular frontal motor areas),"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas)",0,1,F7,F4,8A,10,0,0,F6,Frontal (agranular frontal motor areas)::F3 + F7,F4,8A,7,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F7,low_resolution,F6,30,11,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-F7-9-1_BRRL200008307-1A,F7,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC)",0,0,8A,45,9d,111,0,0,outside_network_beam,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,"Parietal, and Parieto-occipital region::7a + 7b + 7op",111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,outside_network_beam,,36,10,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-8Bd-9-1_BRRL200008308-1A,8Bd,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,1,F4,F7,F2,8,0,0,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,F4,Frontal (agranular frontal motor areas)::F3 + F7,Frontal (agranular frontal motor areas)::F1 + F2 + F5,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,F4,low_resolution,12l | 8Bd | 8Bm | 9d | 9m,30,11,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-8Bs-9-1_BRRL200008309-1A,8Bs,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC)",0,1,46d,8A,45,10,0,0,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,"Parietal, and Parieto-occipital region::7a + 7b + 7op",Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,36,10,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-8A-9-1_BRRL200008310-1A,8A,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,LIPd,5,VIP,4,0,0,Lateral Prefrontal Cortex::8A + 8Bs,LIPd,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",Lateral Prefrontal Cortex::8A + 8Bs,3,0,1,low_resolution,nearest_centroid_corr>=0.95,LIPd,low_resolution,8A | 8Bs,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-45-9-1_BRRL200008311-1A,45,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,8A,8Bs,7op,4,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,Lateral Prefrontal Cortex::8A + 8Bs,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPv + VIP",Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,8A | 8Bs,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9m,50,23,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-12o-9-1_BRRL200008312-1A,12o,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Temporal,1,1,14c,32,12o,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 14c | 25,low_resolution,11l | 12m | 12o | 13l | 13m | 32,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-13l-9-1_BRRL200008313-1A,13l,Orbitomedial Prefrontal Cortex (OMPFC),Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,13l,13m,11l,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,PrCO,11m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m | 32,low_resolution,11l | 12m | 12o | 13l | 13m | 32,51,21,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-13m-9-1_BRRL200008314-1A,13m,Orbitomedial Prefrontal Cortex (OMPFC),"Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Parietal, and Parieto-occipital region",0,1,12m,11l,PGa,5,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,Orbitomedial Prefrontal Cortex (OMPFC)::12o + 13l + 13m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m,low_resolution,12o | 13l | 13m,50,19,xz,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,xz-L-14c-9-1_BRRL200008315-1A,14c,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Temporal,1,1,14c,Ial,32,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 14c | 25,low_resolution,13a | 14c | 25,51,21,xz,hybrid_projected_network_logcpm_exact
