"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000047144","Subcortical",1.01834993049121,"ENSMFAG00000047144","lincRNA"
"ENSMFAG00000039517","Hippocampal formation",0.203453162314011,"NALCN","protein_coding"
"ENSMFAG00000001221","Lateral Prefrontal Cortex",0.714025255901027,"ENSMFAG00000001221","protein_coding"
"ENSMFAG00000040769","Hippocampal formation",1.01274479067433,"ITGBL1","protein_coding"
"ENSMFAG00000045895","Lateral Prefrontal Cortex",0.207343681963184,"FGF14","protein_coding"
"ENSMFAG00000014260","Cingulate gyrus",0.406685955451511,"RF00003","snRNA"
"ENSMFAG00000016222","Occipital/Temporal",0.368712410642357,"ENSMFAG00000016222","miRNA"
"ENSMFAG00000043518","Occipital/Temporal",0.254773375170842,"TPP2","protein_coding"
"ENSMFAG00000039074","Operculum/Insula",0.974270984770716,"METTL21C","protein_coding"
"ENSMFAG00000035781","Occipital/Temporal",0.671705010816,"CCDC168","protein_coding"
"ENSMFAG00000038623","Operculum/Insula",0.204214832811688,"TEX30","protein_coding"
"ENSMFAG00000045152","Occipital/Temporal",0.265439037510975,"POGLUT2","protein_coding"
"ENSMFAG00000002409","Occipital/Temporal",0.213830296126517,"BIVM-ERCC5","protein_coding"
"ENSMFAG00000013762","Occipital/Temporal",0.432519693936996,"RF00019","misc_RNA"
"ENSMFAG00000038241","Lateral Prefrontal Cortex",0.403976799613774,"ENSMFAG00000038241","protein_coding"
"ENSMFAG00000047098","Frontal (agranular frontal motor areas)",0.914464335624408,"ENSMFAG00000047098","lincRNA"
"ENSMFAG00000034043","Orbitomedial Prefrontal Cortex (OMPFC)",0.339595132807339,"EFNB2","protein_coding"
"ENSMFAG00000033482","Operculum/Insula",0.107541419082635,"ARGLU1","protein_coding"
"ENSMFAG00000020818","Orbitomedial Prefrontal Cortex (OMPFC)",0.577160572762469,"RF00089","snoRNA"
"ENSMFAG00000033835","Occipital/Temporal",0.513940165253561,"ENSMFAG00000033835","protein_coding"
"ENSMFAG00000030954","Operculum/Insula",0.234390251168824,"FAM155A","protein_coding"
"ENSMFAG00000000027","Operculum/Insula",1.35419178329999,"ENSMFAG00000000027","protein_coding"
"ENSMFAG00000037235","Parietal, and Parieto-occipital region",0.213709535488274,"LIG4","protein_coding"
"ENSMFAG00000031944","Lateral Prefrontal Cortex",0.271295357137653,"ABHD13","protein_coding"
"ENSMFAG00000032565","Lateral Prefrontal Cortex",0.636330291275254,"TNFSF13B","protein_coding"
"ENSMFAG00000043164","Hippocampal formation",1.22693927281579,"MYO16","protein_coding"
"ENSMFAG00000042382","Hippocampal formation",0.947342737181382,"IRS2","protein_coding"
"ENSMFAG00000047034","Occipital/Temporal",1.46679355900671,"ENSMFAG00000047034","lincRNA"
"ENSMFAG00000046502","Subcortical",1.25195298316478,"ENSMFAG00000046502","lincRNA"
"ENSMFAG00000017600","Occipital/Temporal",2.36708726725332,"RF00017","misc_RNA"
"ENSMFAG00000003528","Frontal (agranular frontal motor areas)",0.16590032348013,"COL4A1","protein_coding"
"ENSMFAG00000010598","Subcortical",0.536696746945056,"RF00019","misc_RNA"
"ENSMFAG00000001737","Hippocampal formation",0.157371986084927,"COL4A2","protein_coding"
"ENSMFAG00000012855","Orbitomedial Prefrontal Cortex (OMPFC)",0.753865915595432,"ENSMFAG00000012855","miRNA"
"ENSMFAG00000031176","Subcortical",0.606473148266911,"RAB20","protein_coding"
"ENSMFAG00000031500","Hippocampal formation",0.292343201023058,"NAXD","protein_coding"
"ENSMFAG00000033008","Subcortical",0.15266292133472,"ENSMFAG00000033008","protein_coding"
"ENSMFAG00000033427","Occipital/Temporal",0.179927935328719,"CARS2","protein_coding"
"ENSMFAG00000043968","Occipital/Temporal",0.329170106695981,"ING1","protein_coding"
"ENSMFAG00000042265","Operculum/Insula",0.206525952345347,"ANKRD10","protein_coding"
"ENSMFAG00000003018","Lateral Prefrontal Cortex",0.143672870423842,"ARHGEF7","protein_coding"
"ENSMFAG00000031161","Frontal (agranular frontal motor areas)",0.290682502919126,"TEX29","protein_coding"
"ENSMFAG00000035319","Occipital/Temporal",0.628043518757616,"ENSMFAG00000035319","protein_coding"
"ENSMFAG00000004705","Occipital/Temporal",0.673386652146051,"RF00287","snoRNA"
"ENSMFAG00000019013","Hippocampal formation",0.254572215257273,"SOX1","protein_coding"
"ENSMFAG00000046965","Subcortical",0.512466755795463,"ENSMFAG00000046965","lincRNA"
"ENSMFAG00000032147","Subcortical",0.860588571289632,"ATP11A","protein_coding"
"ENSMFAG00000031140","Temporal",0.216138717103755,"MCF2L","protein_coding"
"ENSMFAG00000033443","Occipital/Temporal",0.251857681619402,"F7","protein_coding"
"ENSMFAG00000043700","Subcortical",0.431868186208819,"F10","protein_coding"
"ENSMFAG00000042310","Subcortical",0.78672630345614,"PROZ","protein_coding"
"ENSMFAG00000003946","Occipital/Temporal",0.217109360175989,"PCID2","protein_coding"
"ENSMFAG00000030967","Occipital/Temporal",0.437483187685018,"ENSMFAG00000030967","protein_coding"
"ENSMFAG00000043855","Orbitomedial Prefrontal Cortex (OMPFC)",0.181161799197586,"CUL4A","protein_coding"
"ENSMFAG00000031309","Subcortical",0.687931883899754,"LAMP1","protein_coding"
"ENSMFAG00000039147","Subcortical",0.740513797613755,"GRTP1","protein_coding"
"ENSMFAG00000034058","Subcortical",1.24341651163719,"ENSMFAG00000034058","protein_coding"
"ENSMFAG00000016446","Occipital/Temporal",0.307911534128031,"DCUN1D2","protein_coding"
"ENSMFAG00000005113","Orbitomedial Prefrontal Cortex (OMPFC)",0.366577973009618,"RF00003","snRNA"
"ENSMFAG00000035619","Hippocampal formation",0.198982563043284,"TFDP1","protein_coding"
"ENSMFAG00000039991","Hippocampal formation",2.01016989342492,"GRK1","protein_coding"
"ENSMFAG00000002078","Hippocampal formation",1.27345872844034,"TMEM255B","protein_coding"
"ENSMFAG00000043611","Hippocampal formation",0.195165801091239,"GAS6","protein_coding"
"ENSMFAG00000041359","Cingulate gyrus",0.495605976678308,"C13orf46","protein_coding"
"ENSMFAG00000000503","Operculum/Insula",0.185747389013267,"RASA3","protein_coding"
"ENSMFAG00000042134","Cingulate gyrus",0.132724429459957,"CDC16","protein_coding"
"ENSMFAG00000019689","Occipital/Temporal",0.953421681986452,"ENSMFAG00000019689","miRNA"
"ENSMFAG00000045016","Occipital/Temporal",0.164983652114813,"UPF3A","protein_coding"
"ENSMFAG00000045724","Hippocampal formation",0.506150271247238,"CHAMP1","protein_coding"
"ENSMFAG00000007012","Subcortical",0.553955496974915,"ENSMFAG00000007012","miRNA"
"ENSMFAG00000044775","Hippocampal formation",0.33772502726241,"ENSMFAG00000044775","protein_coding"
"ENSMFAG00000034551","Orbitomedial Prefrontal Cortex (OMPFC)",0.569483082652934,"ACR","protein_coding"
"ENSMFAG00000000397","Hippocampal formation",0.832431635544348,"SHANK3","protein_coding"
"ENSMFAG00000011065","Subcortical",1.06653577580611,"RF00019","misc_RNA"
"ENSMFAG00000041434","Subcortical",0.6741662376087,"ARSA","protein_coding"
"ENSMFAG00000001692","Hippocampal formation",0.764350446939138,"MAPK8IP2","protein_coding"
"ENSMFAG00000043916","Occipital/Temporal",0.0730108659867899,"CHKB","protein_coding"
"ENSMFAG00000023471","Occipital/Temporal",0.564091240431789,"CPT1B","protein_coding"
"ENSMFAG00000036358","Subcortical",0.743702579816251,"SYCE3","protein_coding"
"ENSMFAG00000002276","Hippocampal formation",5.14372649515177,"ENSMFAG00000002276","protein_coding"
"ENSMFAG00000045728","Hippocampal formation",1.47849068615591,"TYMP","protein_coding"
"ENSMFAG00000033329","Operculum/Insula",0.207896042971333,"NCAPH2","protein_coding"
"ENSMFAG00000031482","Hippocampal formation",0.555736289904345,"LMF2","protein_coding"
"ENSMFAG00000033234","Frontal (agranular frontal motor areas)",0.597846959252371,"MIOX","protein_coding"
"ENSMFAG00000002783","Hippocampal formation",0.87705267252855,"ADM2","protein_coding"
"ENSMFAG00000009948","Hippocampal formation",0.437778211401874,"RF00100","misc_RNA"
"ENSMFAG00000030319","Hippocampal formation",0.726140034347411,"SBF1","protein_coding"
"ENSMFAG00000002797","Temporal",0.159994097156618,"PPP6R2","protein_coding"
"ENSMFAG00000010401","Orbitomedial Prefrontal Cortex (OMPFC)",0.450818880143507,"RF00019","misc_RNA"
"ENSMFAG00000007998","Occipital/Temporal",0.456667628705622,"RF00017","misc_RNA"
"ENSMFAG00000033956","Hippocampal formation",0.246906262988769,"DENND6B","protein_coding"
"ENSMFAG00000035984","Hippocampal formation",0.81690050492103,"PLXNB2","protein_coding"
"ENSMFAG00000002644","Temporal",0.188314752240469,"MAPK11","protein_coding"
"ENSMFAG00000034798","Temporal",0.235935081679848,"MAPK12","protein_coding"
"ENSMFAG00000033885","Subcortical",0.134038691486735,"HDAC10","protein_coding"
"ENSMFAG00000037389","Subcortical",0.144107640068219,"TUBGCP6","protein_coding"
"ENSMFAG00000000242","Subcortical",0.0997712682125016,"SELENOO","protein_coding"
"ENSMFAG00000038729","Subcortical",0.80316474163193,"TRABD","protein_coding"
"ENSMFAG00000041612","Hippocampal formation",0.511776767268637,"PANX2","protein_coding"
"ENSMFAG00000035651","Operculum/Insula",0.234922217900733,"MOV10L1","protein_coding"
"ENSMFAG00000024753","Hippocampal formation",0.706196800762935,"MLC1","protein_coding"
"ENSMFAG00000031806","Hippocampal formation",3.25861932370716,"TTLL8","protein_coding"
"ENSMFAG00000034453","Hippocampal formation",3.25978604315241,"IL17REL","protein_coding"
"ENSMFAG00000003161","Subcortical",0.690126664747893,"PIM3","protein_coding"
"ENSMFAG00000004689","Subcortical",0.927810017253533,"ENSMFAG00000004689","miRNA"
"ENSMFAG00000042023","Hippocampal formation",0.624937462546752,"CRELD2","protein_coding"
"ENSMFAG00000040634","Hippocampal formation",0.430047270601674,"ALG12","protein_coding"
"ENSMFAG00000029961","Hippocampal formation",0.838853362375273,"ZBED4","protein_coding"
"ENSMFAG00000047021","Hippocampal formation",1.64431110255334,"ENSMFAG00000047021","lincRNA"
"ENSMFAG00000030538","Subcortical",0.263012800184288,"BRD1","protein_coding"
"ENSMFAG00000031672","Hippocampal formation",1.75523748673659,"ENSMFAG00000031672","protein_coding"
"ENSMFAG00000047031","Hippocampal formation",0.870920419665584,"ENSMFAG00000047031","lincRNA"
"ENSMFAG00000024959","Occipital/Temporal",0.541113402466474,"ENSMFAG00000024959","protein_coding"
"ENSMFAG00000046456","Occipital/Temporal",1.46159847221738,"ENSMFAG00000046456","lincRNA"
"ENSMFAG00000041343","Hippocampal formation",0.269557539855377,"TBC1D22A","protein_coding"
"ENSMFAG00000042947","Orbitomedial Prefrontal Cortex (OMPFC)",0.35254269391162,"ENSMFAG00000042947","protein_coding"
"ENSMFAG00000045987","Occipital/Temporal",0.373123170301186,"CERK","protein_coding"
"ENSMFAG00000045635","Subcortical",0.119895795184055,"ENSMFAG00000045635","protein_coding"
"ENSMFAG00000034232","Hippocampal formation",1.69694012594227,"CELSR1","protein_coding"
"ENSMFAG00000039767","Frontal (agranular frontal motor areas)",0.240063682378929,"TRMU","protein_coding"
"ENSMFAG00000033240","Hippocampal formation",0.255672363392144,"GTSE1","protein_coding"
"ENSMFAG00000008224","Hippocampal formation",0.483403519287808,"ENSMFAG00000008224","protein_coding"
"ENSMFAG00000030939","Hippocampal formation",0.378151519562934,"TTC38","protein_coding"
"ENSMFAG00000033036","Cingulate gyrus",0.483560595161914,"PKDREJ","protein_coding"
"ENSMFAG00000030588","Temporal",0.156147589595545,"CDPF1","protein_coding"
"ENSMFAG00000030951","Subcortical",0.732075450223322,"ENSMFAG00000030951","protein_coding"
"ENSMFAG00000031738","Subcortical",0.523056252831699,"PPARA","protein_coding"
"ENSMFAG00000005150","Occipital/Temporal",0.463335249064302,"ENSMFAG00000005150","miRNA"
"ENSMFAG00000012119","Occipital/Temporal",0.831562681498761,"MIRLET7A3","miRNA"
"ENSMFAG00000045571","Hippocampal formation",0.284234062884671,"ENSMFAG00000045571","protein_coding"
"ENSMFAG00000043981","Operculum/Insula",0.756453260778136,"WNT7B","protein_coding"
"ENSMFAG00000030950","Hippocampal formation",0.294665259701009,"ATXN10","protein_coding"
"ENSMFAG00000040388","Hippocampal formation",1.83097481806991,"FBLN1","protein_coding"
"ENSMFAG00000009562","Hippocampal formation",2.4704223644043,"RIBC2","protein_coding"
"ENSMFAG00000034275","Frontal (agranular frontal motor areas)",0.769253250738272,"SMC1B","protein_coding"
"ENSMFAG00000032639","Operculum/Insula",0.185625588434933,"FAM118A","protein_coding"
"ENSMFAG00000038134","Cingulate gyrus",0.894988810583182,"UPK3A","protein_coding"
"ENSMFAG00000041430","Subcortical",0.644219613737647,"KIAA0930","protein_coding"
"ENSMFAG00000036361","Subcortical",0.66306422613995,"ENSMFAG00000036361","protein_coding"
"ENSMFAG00000035770","Lateral Prefrontal Cortex",0.160018235445269,"NUP50","protein_coding"
"ENSMFAG00000041339","Subcortical",0.502832311773332,"PHF21B","protein_coding"
"ENSMFAG00000031694","Hippocampal formation",1.44287337037346,"ENSMFAG00000031694","protein_coding"
"ENSMFAG00000003186","Hippocampal formation",1.02741148930857,"PRR5","protein_coding"
"ENSMFAG00000029989","Hippocampal formation",0.574389381063687,"RTL6","protein_coding"
"ENSMFAG00000041410","Operculum/Insula",0.732341419136903,"SHISAL1","protein_coding"
"ENSMFAG00000031242","Temporal",0.750259579907199,"PARVG","protein_coding"
"ENSMFAG00000033736","Hippocampal formation",0.311571947175619,"PARVB","protein_coding"
"ENSMFAG00000037322","Parietal, and Parieto-occipital region",0.119575648750548,"SAMM50","protein_coding"
"ENSMFAG00000036392","Hippocampal formation",0.585619023416433,"PNPLA3","protein_coding"
"ENSMFAG00000036380","Frontal (agranular frontal motor areas)",1.83717897144868,"PNPLA5","protein_coding"
"ENSMFAG00000037741","Frontal (agranular frontal motor areas)",0.256004754385479,"SULT4A1","protein_coding"
"ENSMFAG00000036892","Hippocampal formation",0.238246570712992,"EFCAB6","protein_coding"
"ENSMFAG00000033422","Lateral Prefrontal Cortex",0.527371793244372,"MPPED1","protein_coding"
"ENSMFAG00000042392","Lateral Prefrontal Cortex",0.478136943303864,"ENSMFAG00000042392","protein_coding"
"ENSMFAG00000026094","Subcortical",0.627162604848522,"SCUBE1","protein_coding"
"ENSMFAG00000041466","Occipital/Temporal",0.366374266927703,"TTLL12","protein_coding"
"ENSMFAG00000033600","Hippocampal formation",0.632279080884507,"TSPO","protein_coding"
"ENSMFAG00000034251","Hippocampal formation",0.160137667322839,"MCAT","protein_coding"
"ENSMFAG00000041806","Hippocampal formation",1.4592733018252,"BIK","protein_coding"
"ENSMFAG00000031274","Hippocampal formation",0.444280528765892,"TTLL1","protein_coding"
"ENSMFAG00000041486","Subcortical",0.464593255137743,"PACSIN2","protein_coding"
"ENSMFAG00000043297","Lateral Prefrontal Cortex",0.0822559718888751,"ARFGAP3","protein_coding"
"ENSMFAG00000030432","Subcortical",0.903046356755933,"A4GALT","protein_coding"
"ENSMFAG00000031130","Hippocampal formation",0.830317733227542,"CYB5R3","protein_coding"
"ENSMFAG00000004704","Lateral Prefrontal Cortex",0.544922230031305,"RF00007","snRNA"
"ENSMFAG00000044670","Hippocampal formation",0.263743934951158,"POLDIP3","protein_coding"
"ENSMFAG00000024295","Hippocampal formation",0.478434822166614,"ENSMFAG00000024295","protein_coding"
"ENSMFAG00000041664","Operculum/Insula",0.324076054005211,"ENSMFAG00000041664","protein_coding"
"ENSMFAG00000033348","Operculum/Insula",0.405404173924418,"ENSMFAG00000033348","protein_coding"
"ENSMFAG00000004104","Cingulate gyrus",0.643557458560644,"RF00026","snRNA"
"ENSMFAG00000042855","Operculum/Insula",0.248887780416926,"RRP7A","protein_coding"
"ENSMFAG00000020523","Cingulate gyrus",0.467735427263619,"ENSMFAG00000020523","protein_coding"
"ENSMFAG00000009626","Operculum/Insula",0.556552983283407,"RF00026","snRNA"
"ENSMFAG00000002415","Subcortical",1.01995947937043,"NFAM1","protein_coding"
"ENSMFAG00000003509","Hippocampal formation",0.19232543910026,"TCF20","protein_coding"
"ENSMFAG00000042506","Subcortical",0.696314886029835,"CYP2D44","protein_coding"
"ENSMFAG00000035554","Subcortical",0.588621214281842,"CYP2D17","protein_coding"
"ENSMFAG00000039783","Lateral Prefrontal Cortex",0.328686229985411,"ENSMFAG00000039783","protein_coding"
"ENSMFAG00000044573","Subcortical",0.138596392960862,"SMDT1","protein_coding"
"ENSMFAG00000002492","Hippocampal formation",0.433493233137238,"NAGA","protein_coding"
"ENSMFAG00000034650","Orbitomedial Prefrontal Cortex (OMPFC)",0.494453954846519,"WBP2NL","protein_coding"
"ENSMFAG00000039306","Hippocampal formation",0.579489023956214,"ENSMFAG00000039306","protein_coding"
"ENSMFAG00000014171","Hippocampal formation",1.2180859046264,"ENSMFAG00000014171","protein_coding"
"ENSMFAG00000042414","Hippocampal formation",0.54503174068612,"CENPM","protein_coding"
"ENSMFAG00000032345","Subcortical",1.04910720056007,"TNFRSF13C","protein_coding"
"ENSMFAG00000043918","Parietal, and Parieto-occipital region",0.758493148946592,"SHISA8","protein_coding"
"ENSMFAG00000043421","Hippocampal formation",0.559827302420832,"SREBF2","protein_coding"
"ENSMFAG00000035298","Occipital/Temporal",0.476725054778112,"MIR33A","miRNA"
"ENSMFAG00000031727","Subcortical",0.422046758620947,"CCDC134","protein_coding"
"ENSMFAG00000035767","Subcortical",1.01382905805822,"MEI1","protein_coding"
"ENSMFAG00000031096","Hippocampal formation",0.244571277912039,"SNU13","protein_coding"
"ENSMFAG00000003352","Lateral Prefrontal Cortex",0.131688097739087,"XRCC6","protein_coding"
"ENSMFAG00000034617","Lateral Prefrontal Cortex",0.103928064858602,"DESI1","protein_coding"
"ENSMFAG00000034090","Subcortical",0.279953768244571,"PMM1","protein_coding"
"ENSMFAG00000038565","Occipital/Temporal",0.597680689935034,"CSDC2","protein_coding"
"ENSMFAG00000001153","Hippocampal formation",0.157894470736526,"POLR3H","protein_coding"
"ENSMFAG00000043571","Hippocampal formation",0.434153817794996,"ACO2","protein_coding"
"ENSMFAG00000003129","Lateral Prefrontal Cortex",0.267571854972495,"PHF5A","protein_coding"
"ENSMFAG00000019801","Subcortical",0.775476885425775,"TOB2","protein_coding"
"ENSMFAG00000019936","Subcortical",0.659666226594997,"ENSMFAG00000019936","protein_coding"
"ENSMFAG00000022213","Subcortical",0.54604910287921,"ENSMFAG00000022213","protein_coding"
"ENSMFAG00000033476","Operculum/Insula",0.19378214185155,"TEF","protein_coding"
"ENSMFAG00000037965","Occipital/Temporal",0.166687884064574,"ZC3H7B","protein_coding"
"ENSMFAG00000040386","Hippocampal formation",0.516843815329333,"RANGAP1","protein_coding"
"ENSMFAG00000039400","Subcortical",1.57684067547688,"CHADL","protein_coding"
"ENSMFAG00000037650","Hippocampal formation",0.324040397250279,"L3MBTL2","protein_coding"
"ENSMFAG00000039593","Occipital/Temporal",0.138056359889303,"EP300","protein_coding"
"ENSMFAG00000008152","Orbitomedial Prefrontal Cortex (OMPFC)",0.708971097346272,"RF00026","snRNA"
"ENSMFAG00000013048","Operculum/Insula",0.936077662676826,"RF00019","misc_RNA"
"ENSMFAG00000040152","Lateral Prefrontal Cortex",0.219202145479532,"RBX1","protein_coding"
"ENSMFAG00000040751","Subcortical",0.20112274231094,"XPNPEP3","protein_coding"
"ENSMFAG00000008363","Occipital/Temporal",0.947172044038105,"RF00026","snRNA"
"ENSMFAG00000009420","Temporal",0.505477173627667,"RF00017","misc_RNA"
"ENSMFAG00000035459","Lateral Prefrontal Cortex",0.190911189397303,"ENSMFAG00000035459","protein_coding"
"ENSMFAG00000026356","Temporal",0.397435704790381,"ENSMFAG00000026356","protein_coding"
"ENSMFAG00000042964","Lateral Prefrontal Cortex",0.152747433936975,"SLC25A17","protein_coding"
"ENSMFAG00000016105","Frontal (agranular frontal motor areas)",0.590082768346379,"ENSMFAG00000016105","miRNA"
"ENSMFAG00000038718","Orbitomedial Prefrontal Cortex (OMPFC)",0.30772384422333,"ENSMFAG00000038718","protein_coding"
"ENSMFAG00000045345","Frontal (agranular frontal motor areas)",0.427983114882254,"MCHR1","protein_coding"
"ENSMFAG00000036952","Hippocampal formation",0.509336862621506,"NACC1","protein_coding"
"ENSMFAG00000046410","Hippocampal formation",0.622896195739685,"MRTFA","protein_coding"
"ENSMFAG00000032498","Temporal",0.136392837418789,"SGSM3","protein_coding"
"ENSMFAG00000039307","Hippocampal formation",0.304732413461675,"ADSL","protein_coding"
"ENSMFAG00000003862","Occipital/Temporal",0.112353499511325,"TNRC6B","protein_coding"
"ENSMFAG00000016354","Occipital/Temporal",0.54852187372816,"RF00017","misc_RNA"
"ENSMFAG00000002020","Lateral Prefrontal Cortex",0.633314901634221,"FAM83F","protein_coding"
"ENSMFAG00000045322","Subcortical",0.774410593160627,"GRAP2","protein_coding"
"ENSMFAG00000040666","Occipital/Temporal",0.667625868650306,"ENTHD1","protein_coding"
"ENSMFAG00000046252","Hippocampal formation",0.260610089125334,"CACNA1I","protein_coding"
"ENSMFAG00000032799","Hippocampal formation",0.480654872526783,"RPS19BP1","protein_coding"
"ENSMFAG00000000392","Lateral Prefrontal Cortex",0.232358994718032,"ATF4","protein_coding"
"ENSMFAG00000040624","Hippocampal formation",0.0703937337102083,"MIEF1","protein_coding"
"ENSMFAG00000014328","Hippocampal formation",0.469034654695298,"MGAT3","protein_coding"
"ENSMFAG00000032126","Subcortical",0.139187902551615,"TAB1","protein_coding"
"ENSMFAG00000034609","Cingulate gyrus",0.193230464619777,"SYNGR1","protein_coding"
"ENSMFAG00000031439","Lateral Prefrontal Cortex",0.138915564804389,"RPL3","protein_coding"
"ENSMFAG00000013452","Cingulate gyrus",0.54124891809009,"RF00221","snoRNA"
"ENSMFAG00000025230","Lateral Prefrontal Cortex",0.31613666748216,"RF00593","snoRNA"
"ENSMFAG00000022250","Hippocampal formation",0.300517341340682,"RF00593","snoRNA"
"ENSMFAG00000031697","Operculum/Insula",0.356050740109874,"PDGFB","protein_coding"
"ENSMFAG00000034255","Temporal",0.138667329584887,"CBX7","protein_coding"
"ENSMFAG00000031827","Subcortical",1.00915764224482,"APOBEC3H","protein_coding"
"ENSMFAG00000044711","Subcortical",0.92012393563796,"APOBEC3G","protein_coding"
"ENSMFAG00000004037","Subcortical",1.06165108083069,"ENSMFAG00000004037","protein_coding"
"ENSMFAG00000002331","Subcortical",1.54878790476759,"ENSMFAG00000002331","protein_coding"
"ENSMFAG00000016792","Subcortical",1.06665094560982,"APOBEC3C","protein_coding"
"ENSMFAG00000008980","Parietal, and Parieto-occipital region",0.810540264529127,"APOBEC3A","protein_coding"
"ENSMFAG00000002979","Hippocampal formation",0.434259086044381,"CBX6","protein_coding"
"ENSMFAG00000000252","Hippocampal formation",2.01524713651147,"NPTXR","protein_coding"
"ENSMFAG00000043250","Hippocampal formation",1.42615996098462,"ENSMFAG00000043250","protein_coding"
"ENSMFAG00000033007","Hippocampal formation",1.08522641548925,"DNAL4","protein_coding"
"ENSMFAG00000021939","Subcortical",0.209334500171508,"SUN2","protein_coding"
"ENSMFAG00000037252","Hippocampal formation",0.298372692575773,"GTPBP1","protein_coding"
"ENSMFAG00000044727","Frontal (agranular frontal motor areas)",0.816452811141934,"ENSMFAG00000044727","protein_coding"
"ENSMFAG00000038103","Temporal",0.185798590053228,"JOSD1","protein_coding"
"ENSMFAG00000001511","Occipital/Temporal",0.469371188751615,"ENSMFAG00000001511","protein_coding"
"ENSMFAG00000044855","Lateral Prefrontal Cortex",0.213510038161338,"TOMM22","protein_coding"
"ENSMFAG00000041976","Cingulate gyrus",0.118826152096421,"ENSMFAG00000041976","protein_coding"
"ENSMFAG00000000358","Hippocampal formation",0.935625038695006,"FAM227A","protein_coding"
"ENSMFAG00000045466","Lateral Prefrontal Cortex",0.829095864608661,"DMC1","protein_coding"
"ENSMFAG00000046051","Cingulate gyrus",0.105415089959564,"DDX17","protein_coding"
"ENSMFAG00000042286","Hippocampal formation",0.46128897528185,"KDELR3","protein_coding"
"ENSMFAG00000003224","Operculum/Insula",0.247372288243058,"KCNJ4","protein_coding"
"ENSMFAG00000003325","Cingulate gyrus",0.0731089932030127,"ENSMFAG00000003325","protein_coding"
"ENSMFAG00000002364","Hippocampal formation",0.23892078021084,"TMEM184B","protein_coding"
"ENSMFAG00000008464","Subcortical",0.474111334441357,"RF00017","misc_RNA"
"ENSMFAG00000000319","Subcortical",0.512350277600309,"MAFF","protein_coding"
"ENSMFAG00000046328","Subcortical",0.60308025887576,"PLA2G6","protein_coding"
"ENSMFAG00000003147","Lateral Prefrontal Cortex",0.742642732609221,"BAIAP2L2","protein_coding"
"ENSMFAG00000045249","Lateral Prefrontal Cortex",0.597608576562314,"SLC16A8","protein_coding"
"ENSMFAG00000003832","Subcortical",0.193579186087677,"PICK1","protein_coding"
"ENSMFAG00000033687","Subcortical",0.469960636782782,"POLR2F","protein_coding"
"ENSMFAG00000030971","Subcortical",1.45571240178937,"SOX10","protein_coding"
"ENSMFAG00000013037","Occipital/Temporal",0.580945413350629,"ENSMFAG00000013037","miRNA"
"ENSMFAG00000039078","Hippocampal formation",0.710889605785808,"C22orf23","protein_coding"
"ENSMFAG00000040539","Subcortical",1.3083619842371,"MICALL1","protein_coding"
"ENSMFAG00000040574","Hippocampal formation",0.382860991185108,"EIF3L","protein_coding"
"ENSMFAG00000042331","Hippocampal formation",0.502441143166557,"ANKRD54","protein_coding"
"ENSMFAG00000033474","Subcortical",1.10969267998137,"GALR3","protein_coding"
"ENSMFAG00000000506","Hippocampal formation",0.327563788633539,"GCAT","protein_coding"
"ENSMFAG00000012225","Parietal, and Parieto-occipital region",0.204266039650012,"ENSMFAG00000012225","protein_coding"
"ENSMFAG00000012435","Occipital/Temporal",0.143360499823018,"H1F0","protein_coding"
"ENSMFAG00000028669","Subcortical",0.70200596897101,"ENSMFAG00000028669","protein_coding"
"ENSMFAG00000037654","Operculum/Insula",0.782849063126842,"ENSMFAG00000037654","protein_coding"
"ENSMFAG00000002672","Subcortical",0.848694188111843,"ENSMFAG00000002672","protein_coding"
"ENSMFAG00000006832","Hippocampal formation",0.26934037050331,"ENSMFAG00000006832","protein_coding"
"ENSMFAG00000036985","Subcortical",1.44610672328243,"ENSMFAG00000036985","protein_coding"
"ENSMFAG00000032789","Hippocampal formation",0.420347744476024,"PDXP","protein_coding"
"ENSMFAG00000042826","Frontal (agranular frontal motor areas)",0.300691019532799,"SH3BP1","protein_coding"
"ENSMFAG00000044315","Hippocampal formation",0.336844963524308,"GGA1","protein_coding"
"ENSMFAG00000001312","Subcortical",0.649638239610494,"LGALS2","protein_coding"
"ENSMFAG00000031899","Subcortical",1.65267483203625,"CDC42EP1","protein_coding"
"ENSMFAG00000044580","Subcortical",0.428225037101219,"CARD10","protein_coding"
"ENSMFAG00000000147","Subcortical",0.806997263844362,"MFNG","protein_coding"
"ENSMFAG00000026860","Hippocampal formation",1.04483084372531,"ELFN2","protein_coding"
"ENSMFAG00000001277","Subcortical",1.16328617618059,"CYTH4","protein_coding"
"ENSMFAG00000000606","Subcortical",1.36240134590355,"RAC2","protein_coding"
"ENSMFAG00000026145","Occipital/Temporal",0.355633303238763,"SSTR3","protein_coding"
"ENSMFAG00000042303","Hippocampal formation",0.657472575278264,"C1QTNF6","protein_coding"
"ENSMFAG00000002576","Subcortical",1.42881584940663,"IL2RB","protein_coding"
"ENSMFAG00000035751","Hippocampal formation",1.99679387012423,"TMPRSS6","protein_coding"
"ENSMFAG00000003026","Subcortical",0.925198259488226,"KCTD17","protein_coding"
"ENSMFAG00000038470","Subcortical",1.03904299030678,"TST","protein_coding"
