"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000019034","Occipital/Temporal",0.63134411337832,"RF00017","misc_RNA"
"ENSMFAG00000015277","Parietal, and Parieto-occipital region",0.648573604097993,"RF00573","snoRNA"
"ENSMFAG00000031977","Occipital/Temporal",0.663232653564878,"F2","protein_coding"
"ENSMFAG00000036575","Hippocampal formation",0.29964404239043,"ZNF408","protein_coding"
"ENSMFAG00000036912","Subcortical",0.475811187054319,"ARHGAP1","protein_coding"
"ENSMFAG00000038288","Frontal (agranular frontal motor areas)",0.0423924065510075,"ATG13","protein_coding"
"ENSMFAG00000002487","Parietal, and Parieto-occipital region",0.0767187192161121,"HARBI1","protein_coding"
"ENSMFAG00000002000","Subcortical",0.121540655976011,"AMBRA1","protein_coding"
"ENSMFAG00000013591","Frontal (agranular frontal motor areas)",0.344975833399861,"ENSMFAG00000013591","miRNA"
"ENSMFAG00000021204","Subcortical",1.05373977978456,"CHRM4","protein_coding"
"ENSMFAG00000000818","Subcortical",0.663475612207545,"MDK","protein_coding"
"ENSMFAG00000032211","Hippocampal formation",0.880231181252388,"DGKZ","protein_coding"
"ENSMFAG00000031047","Subcortical",0.769298715204579,"CREB3L1","protein_coding"
"ENSMFAG00000007622","Orbitomedial Prefrontal Cortex (OMPFC)",0.446441784414075,"RF00019","misc_RNA"
"ENSMFAG00000043688","Hippocampal formation",0.108557923395953,"PHF21A","protein_coding"
"ENSMFAG00000002253","Hippocampal formation",1.03193738831026,"LARGE2","protein_coding"
"ENSMFAG00000002349","Hippocampal formation",0.45096260072966,"PEX16","protein_coding"
"ENSMFAG00000031146","Subcortical",0.673467272543641,"C11orf94","protein_coding"
"ENSMFAG00000045393","Hippocampal formation",0.72640842064377,"MAPK8IP1","protein_coding"
"ENSMFAG00000045219","Temporal",0.0813560958800217,"CRY2","protein_coding"
"ENSMFAG00000033217","Hippocampal formation",0.18016734258882,"SLC35C1","protein_coding"
"ENSMFAG00000029506","Hippocampal formation",0.674044399183064,"ENSMFAG00000029506","protein_coding"
"ENSMFAG00000033195","Hippocampal formation",1.22168283962013,"CHST1","protein_coding"
"ENSMFAG00000002113","Operculum/Insula",0.376600068270013,"SYT13","protein_coding"
"ENSMFAG00000045073","Occipital/Temporal",0.553258731582709,"PRDM11","protein_coding"
"ENSMFAG00000035363","Hippocampal formation",0.713556862466104,"TP53I11","protein_coding"
"ENSMFAG00000003784","Hippocampal formation",3.29237620797316,"TSPAN18","protein_coding"
"ENSMFAG00000035741","Subcortical",0.859159916536012,"CD82","protein_coding"
"ENSMFAG00000007223","Lateral Prefrontal Cortex",0.836950695268236,"RF00026","snRNA"
"ENSMFAG00000002075","Orbitomedial Prefrontal Cortex (OMPFC)",1.02988765848895,"ALX4","protein_coding"
"ENSMFAG00000043519","Lateral Prefrontal Cortex",0.0915339577224863,"EXT2","protein_coding"
"ENSMFAG00000010379","Occipital/Temporal",0.93479097852618,"RF00100","misc_RNA"
"ENSMFAG00000003720","Subcortical",0.404626410475528,"ACCS","protein_coding"
"ENSMFAG00000041332","Temporal",0.333966973249813,"ACCSL","protein_coding"
"ENSMFAG00000030397","Hippocampal formation",0.807345142235873,"C11orf96","protein_coding"
"ENSMFAG00000031334","Occipital/Temporal",0.247962909918291,"ALKBH3","protein_coding"
"ENSMFAG00000002726","Occipital/Temporal",0.294245825155883,"ENSMFAG00000002726","protein_coding"
"ENSMFAG00000030974","Lateral Prefrontal Cortex",0.198855324952671,"HSD17B12","protein_coding"
"ENSMFAG00000032353","Cingulate gyrus",0.409144130281625,"ENSMFAG00000032353","protein_coding"
"ENSMFAG00000046459","Lateral Prefrontal Cortex",0.413501450377625,"ENSMFAG00000046459","lincRNA"
"ENSMFAG00000013611","Parietal, and Parieto-occipital region",0.532864186378743,"MIR670","miRNA"
"ENSMFAG00000033718","Occipital/Temporal",0.20561830988691,"TTC17","protein_coding"
"ENSMFAG00000045684","Parietal, and Parieto-occipital region",0.216827413434552,"ENSMFAG00000045684","protein_coding"
"ENSMFAG00000037679","Occipital/Temporal",0.231563017073329,"API5","protein_coding"
"ENSMFAG00000045706","Subcortical",0.405659485023383,"ENSMFAG00000045706","protein_coding"
"ENSMFAG00000006589","Orbitomedial Prefrontal Cortex (OMPFC)",0.543410384269007,"RF00026","snRNA"
"ENSMFAG00000030794","Hippocampal formation",0.368133849778775,"ENSMFAG00000030794","protein_coding"
"ENSMFAG00000030573","Orbitomedial Prefrontal Cortex (OMPFC)",0.277498727257997,"LRRC4C","protein_coding"
"ENSMFAG00000047013","Frontal (agranular frontal motor areas)",1.59976926862303,"ENSMFAG00000047013","lincRNA"
"ENSMFAG00000046453","Lateral Prefrontal Cortex",0.624268568459813,"ENSMFAG00000046453","lincRNA"
"ENSMFAG00000046716","Lateral Prefrontal Cortex",0.88241594916071,"ENSMFAG00000046716","lincRNA"
"ENSMFAG00000046677","Hippocampal formation",1.64405269122597,"ENSMFAG00000046677","lincRNA"
"ENSMFAG00000038539","Operculum/Insula",0.430173079261401,"ENSMFAG00000038539","protein_coding"
"ENSMFAG00000001278","Parietal, and Parieto-occipital region",0.165471277421531,"C11orf74","protein_coding"
"ENSMFAG00000029426","Parietal, and Parieto-occipital region",0.298079909131195,"RAG2","protein_coding"
"ENSMFAG00000011988","Subcortical",1.13632016576498,"RAG1","protein_coding"
"ENSMFAG00000040017","Subcortical",0.332343428179053,"TRAF6","protein_coding"
"ENSMFAG00000018079","Subcortical",1.28998620128446,"PRR5L","protein_coding"
"ENSMFAG00000003389","Subcortical",0.297454735611266,"COMMD9","protein_coding"
"ENSMFAG00000043269","Subcortical",0.899079960213031,"LDLRAD3","protein_coding"
"ENSMFAG00000012470","Frontal (agranular frontal motor areas)",0.533583483501507,"ENSMFAG00000012470","miRNA"
"ENSMFAG00000045833","Frontal (agranular frontal motor areas)",0.100442409079708,"TRIM44","protein_coding"
"ENSMFAG00000038395","Occipital/Temporal",0.479143595366441,"ENSMFAG00000038395","protein_coding"
"ENSMFAG00000018395","Hippocampal formation",0.568110562669615,"FJX1","protein_coding"
"ENSMFAG00000042856","Lateral Prefrontal Cortex",0.252270317428005,"PAMR1","protein_coding"
"ENSMFAG00000043293","Lateral Prefrontal Cortex",0.263122684130721,"SLC1A2","protein_coding"
"ENSMFAG00000006903","Frontal (agranular frontal motor areas)",0.349780578573279,"ENSMFAG00000006903","protein_coding"
"ENSMFAG00000043892","Subcortical",1.98159665378818,"CD44","protein_coding"
"ENSMFAG00000042807","Lateral Prefrontal Cortex",0.170217043666755,"PDHX","protein_coding"
"ENSMFAG00000031416","Parietal, and Parieto-occipital region",0.229655174840689,"APIP","protein_coding"
"ENSMFAG00000029447","Hippocampal formation",3.64656568154819,"EHF","protein_coding"
"ENSMFAG00000046400","Hippocampal formation",1.68325574124699,"ELF5","protein_coding"
"ENSMFAG00000000437","Subcortical",0.651758429934782,"CAT","protein_coding"
"ENSMFAG00000001208","Subcortical",1.01376173273854,"ABTB2","protein_coding"
"ENSMFAG00000041013","Hippocampal formation",0.188291269798675,"NAT10","protein_coding"
"ENSMFAG00000038273","Hippocampal formation",0.160772941004822,"CAPRIN1","protein_coding"
"ENSMFAG00000038993","Hippocampal formation",0.587146879070458,"LMO2","protein_coding"
"ENSMFAG00000044515","Lateral Prefrontal Cortex",0.200331061100218,"FBXO3","protein_coding"
"ENSMFAG00000032872","Subcortical",0.324339098405106,"CD59","protein_coding"
"ENSMFAG00000037738","Cingulate gyrus",0.188202951628615,"KIAA1549L","protein_coding"
"ENSMFAG00000045654","Lateral Prefrontal Cortex",0.085362177897208,"HIPK3","protein_coding"
"ENSMFAG00000005285","Lateral Prefrontal Cortex",0.762243725002582,"RF00019","misc_RNA"
"ENSMFAG00000029516","Orbitomedial Prefrontal Cortex (OMPFC)",0.16841096887878,"CSTF3","protein_coding"
"ENSMFAG00000036174","Cingulate gyrus",0.248511542308844,"TCP11L1","protein_coding"
"ENSMFAG00000030758","Subcortical",0.646637938820369,"DEPDC7","protein_coding"
"ENSMFAG00000042029","Occipital/Temporal",0.184917850164702,"QSER1","protein_coding"
"ENSMFAG00000001744","Hippocampal formation",1.07395085829051,"PRRG4","protein_coding"
"ENSMFAG00000043757","Lateral Prefrontal Cortex",0.595510432507216,"CCDC73","protein_coding"
"ENSMFAG00000040767","Parietal, and Parieto-occipital region",0.149483209184416,"EIF3M","protein_coding"
"ENSMFAG00000030746","Parietal, and Parieto-occipital region",1.39579866360324,"WT1","protein_coding"
"ENSMFAG00000029569","Subcortical",0.157088802027729,"RCN1","protein_coding"
"ENSMFAG00000044003","Parietal, and Parieto-occipital region",0.764139454131588,"ENSMFAG00000044003","protein_coding"
"ENSMFAG00000019311","Hippocampal formation",0.316598387743047,"PAX6","protein_coding"
"ENSMFAG00000001333","Parietal, and Parieto-occipital region",0.251845382383019,"ELP4","protein_coding"
"ENSMFAG00000030415","Lateral Prefrontal Cortex",0.355436987259193,"ENSMFAG00000030415","protein_coding"
"ENSMFAG00000007220","Occipital/Temporal",0.268725656197693,"DNAJC24","protein_coding"
"ENSMFAG00000019289","Temporal",0.555432577636757,"RF00026","snRNA"
"ENSMFAG00000040936","Hippocampal formation",1.31132968520572,"ENSMFAG00000040936","protein_coding"
"ENSMFAG00000045441","Operculum/Insula",0.376358503203752,"MPPED2","protein_coding"
"ENSMFAG00000001165","Parietal, and Parieto-occipital region",0.223118768895256,"ARL14EP","protein_coding"
"ENSMFAG00000039808","Hippocampal formation",2.45024422547441,"FSHB","protein_coding"
"ENSMFAG00000001947","Subcortical",0.389296589187328,"ENSMFAG00000001947","protein_coding"
"ENSMFAG00000040937","Subcortical",0.744056483419273,"ENSMFAG00000040937","pseudogene"
"ENSMFAG00000004430","Cingulate gyrus",0.57703890140666,"ENSMFAG00000004430","protein_coding"
"ENSMFAG00000043868","Lateral Prefrontal Cortex",0.157381797977221,"METTL15","protein_coding"
"ENSMFAG00000002311","Hippocampal formation",1.06911572641621,"KIF18A","protein_coding"
"ENSMFAG00000003789","Hippocampal formation",0.467520458379001,"BDNF","protein_coding"
"ENSMFAG00000045569","Parietal, and Parieto-occipital region",0.297953773468967,"LIN7C","protein_coding"
"ENSMFAG00000034294","Lateral Prefrontal Cortex",0.206989119541021,"LGR4","protein_coding"
"ENSMFAG00000031912","Hippocampal formation",0.214123693686512,"CCDC34","protein_coding"
"ENSMFAG00000044005","Hippocampal formation",0.953072550969512,"BBOX1","protein_coding"
"ENSMFAG00000001264","Frontal (agranular frontal motor areas)",0.563504663584822,"ENSMFAG00000001264","protein_coding"
"ENSMFAG00000015684","Hippocampal formation",0.476765886753316,"ENSMFAG00000015684","protein_coding"
"ENSMFAG00000000122","Hippocampal formation",0.704220483195444,"ENSMFAG00000000122","pseudogene"
"ENSMFAG00000045607","Cingulate gyrus",0.342862001355599,"ENSMFAG00000045607","protein_coding"
"ENSMFAG00000037034","Subcortical",1.91037682541898,"SLC5A12","protein_coding"
"ENSMFAG00000032443","Subcortical",0.958162920460923,"ANO3","protein_coding"
"ENSMFAG00000037974","Hippocampal formation",1.45134882278053,"MUC15","protein_coding"
"ENSMFAG00000030628","Lateral Prefrontal Cortex",0.42858422475447,"ENSMFAG00000030628","protein_coding"
"ENSMFAG00000042111","Lateral Prefrontal Cortex",0.183210815770364,"LUZP2","protein_coding"
"ENSMFAG00000041569","Parietal, and Parieto-occipital region",0.218829973557366,"SVIP","protein_coding"
"ENSMFAG00000039283","Occipital/Temporal",0.496635364671731,"GAS2","protein_coding"
"ENSMFAG00000040379","Occipital/Temporal",1.33934579023825,"SLC17A6","protein_coding"
"ENSMFAG00000001354","Parietal, and Parieto-occipital region",0.253076074956235,"ANO5","protein_coding"
"ENSMFAG00000035840","Hippocampal formation",0.951969075292487,"NELL1","protein_coding"
"ENSMFAG00000032266","Occipital/Temporal",0.758704268810989,"ENSMFAG00000032266","protein_coding"
"ENSMFAG00000040202","Hippocampal formation",2.56663404786303,"SLC6A5","protein_coding"
"ENSMFAG00000038053","Lateral Prefrontal Cortex",0.155760901923182,"PRMT3","protein_coding"
"ENSMFAG00000032818","Subcortical",0.387738949327218,"HTATIP2","protein_coding"
"ENSMFAG00000001739","Orbitomedial Prefrontal Cortex (OMPFC)",0.167245466073615,"NAV2","protein_coding"
"ENSMFAG00000030428","Lateral Prefrontal Cortex",1.10510261130259,"ENSMFAG00000030428","protein_coding"
"ENSMFAG00000029104","Lateral Prefrontal Cortex",0.443792081823276,"ENSMFAG00000029104","protein_coding"
"ENSMFAG00000013070","Subcortical",0.580147429919329,"ENSMFAG00000013070","miRNA"
"ENSMFAG00000046393","Parietal, and Parieto-occipital region",0.972637643766039,"E2F8","protein_coding"
"ENSMFAG00000044093","Occipital/Temporal",0.394567791013001,"ZDHHC13","protein_coding"
"ENSMFAG00000034300","Subcortical",1.53193654351289,"PTPN5","protein_coding"
"ENSMFAG00000000462","Occipital/Temporal",0.596435152849985,"IGSF22","protein_coding"
"ENSMFAG00000036562","Hippocampal formation",0.386180682320312,"TMEM86A","protein_coding"
"ENSMFAG00000044194","Orbitomedial Prefrontal Cortex (OMPFC)",0.101947705742813,"SPTY2D1","protein_coding"
"ENSMFAG00000001697","Parietal, and Parieto-occipital region",0.34518358931088,"ENSMFAG00000001697","protein_coding"
"ENSMFAG00000000553","Lateral Prefrontal Cortex",0.152642651819864,"UEVLD","protein_coding"
"ENSMFAG00000032321","Lateral Prefrontal Cortex",0.131362948650406,"TSG101","protein_coding"
"ENSMFAG00000002582","Orbitomedial Prefrontal Cortex (OMPFC)",0.822017824790898,"LDHAL6A","protein_coding"
"ENSMFAG00000003940","Occipital/Temporal",0.343367919752244,"LDHC","protein_coding"
"ENSMFAG00000044917","Cingulate gyrus",0.469738876322593,"ENSMFAG00000044917","protein_coding"
"ENSMFAG00000032995","Parietal, and Parieto-occipital region",0.178529368634351,"GTF2H1","protein_coding"
"ENSMFAG00000044104","Occipital/Temporal",0.228686148586986,"HPS5","protein_coding"
"ENSMFAG00000020259","Lateral Prefrontal Cortex",0.700261226085368,"RF00001","rRNA"
"ENSMFAG00000025977","Lateral Prefrontal Cortex",0.544630882090359,"ENSMFAG00000025977","protein_coding"
"ENSMFAG00000044536","Frontal (agranular frontal motor areas)",0.540369399647162,"SAA2","protein_coding"
"ENSMFAG00000038106","Occipital/Temporal",0.758040205229495,"SAA4","protein_coding"
"ENSMFAG00000046788","Cingulate gyrus",0.348712316426447,"ENSMFAG00000046788","lincRNA"
"ENSMFAG00000037334","Lateral Prefrontal Cortex",0.240902645550731,"SAAL1","protein_coding"
"ENSMFAG00000001760","Parietal, and Parieto-occipital region",0.718351867753745,"TPH1","protein_coding"
"ENSMFAG00000000777","Lateral Prefrontal Cortex",0.25507634153597,"SERGEF","protein_coding"
"ENSMFAG00000002367","Occipital/Temporal",0.700970396900047,"KCNC1","protein_coding"
"ENSMFAG00000039430","Operculum/Insula",2.27352234149086,"MYOD1","protein_coding"
"ENSMFAG00000001197","Frontal (agranular frontal motor areas)",0.949118066141605,"OTOG","protein_coding"
"ENSMFAG00000000184","Subcortical",1.08235120012341,"USH1C","protein_coding"
"ENSMFAG00000035952","Occipital/Temporal",0.594293944746205,"ABCC8","protein_coding"
"ENSMFAG00000010384","Occipital/Temporal",0.363546142025021,"KCNJ11","protein_coding"
"ENSMFAG00000043862","Occipital/Temporal",1.0654950552236,"ENSMFAG00000043862","protein_coding"
"ENSMFAG00000038074","Occipital/Temporal",0.183556798941973,"NUCB2","protein_coding"
"ENSMFAG00000033659","Occipital/Temporal",0.373991228483408,"PIK3C2A","protein_coding"
"ENSMFAG00000036275","Occipital/Temporal",0.640957623690957,"ENSMFAG00000036275","miRNA"
"ENSMFAG00000005813","Occipital/Temporal",0.566722162383905,"RF00026","snRNA"
"ENSMFAG00000032124","Lateral Prefrontal Cortex",0.315567801680995,"RPS13","protein_coding"
"ENSMFAG00000005325","Occipital/Temporal",0.633367964446331,"RF00016","snoRNA"
"ENSMFAG00000005294","Parietal, and Parieto-occipital region",0.518394266367232,"RF00016","snoRNA"
"ENSMFAG00000004136","Occipital/Temporal",0.579553050751681,"ENSMFAG00000004136","miRNA"
"ENSMFAG00000000110","Subcortical",1.42571740013897,"PLEKHA7","protein_coding"
"ENSMFAG00000041653","Lateral Prefrontal Cortex",0.216902772743401,"C11orf58","protein_coding"
"ENSMFAG00000003005","Subcortical",0.21846669215956,"ENSMFAG00000003005","protein_coding"
"ENSMFAG00000026936","Orbitomedial Prefrontal Cortex (OMPFC)",0.139433066746838,"SOX6","protein_coding"
"ENSMFAG00000036736","Parietal, and Parieto-occipital region",0.534747064623301,"INSC","protein_coding"
"ENSMFAG00000037050","Temporal",1.00569172620413,"CALCB","protein_coding"
"ENSMFAG00000041791","Parietal, and Parieto-occipital region",0.914830687027915,"CALCA","protein_coding"
"ENSMFAG00000002337","Lateral Prefrontal Cortex",0.301408050301768,"CYP2R1","protein_coding"
"ENSMFAG00000043764","Hippocampal formation",0.237530621999719,"PDE3B","protein_coding"
"ENSMFAG00000036829","Lateral Prefrontal Cortex",0.309984969249223,"PSMA1","protein_coding"
"ENSMFAG00000041022","Parietal, and Parieto-occipital region",0.142210538747371,"COPB1","protein_coding"
"ENSMFAG00000030330","Cingulate gyrus",0.466257363496075,"ENSMFAG00000030330","protein_coding"
"ENSMFAG00000003904","Lateral Prefrontal Cortex",0.267111783503385,"RRAS2","protein_coding"
"ENSMFAG00000045029","Subcortical",0.744724325858918,"SPON1","protein_coding"
"ENSMFAG00000005595","Subcortical",0.659745761791087,"RF00001","rRNA"
"ENSMFAG00000033108","Occipital/Temporal",0.208383967628219,"FAR1","protein_coding"
"ENSMFAG00000000120","Lateral Prefrontal Cortex",0.395034733136917,"BTBD10","protein_coding"
"ENSMFAG00000034184","Occipital/Temporal",0.648587315318785,"ARNTL","protein_coding"
"ENSMFAG00000011229","Occipital/Temporal",0.864582138570531,"RF00100","misc_RNA"
"ENSMFAG00000002071","Occipital/Temporal",0.625232517676277,"ENSMFAG00000002071","protein_coding"
"ENSMFAG00000020423","Hippocampal formation",2.28067468563108,"RASSF10","protein_coding"
"ENSMFAG00000030300","Hippocampal formation",1.04144403443841,"ENSMFAG00000030300","protein_coding"
"ENSMFAG00000031197","Hippocampal formation",1.08712251431295,"TEAD1","protein_coding"
"ENSMFAG00000042761","Hippocampal formation",0.527595040595074,"PARVA","protein_coding"
"ENSMFAG00000022828","Subcortical",0.530115433219564,"ENSMFAG00000022828","protein_coding"
"ENSMFAG00000001515","Occipital/Temporal",0.341943234026213,"ENSMFAG00000001515","protein_coding"
"ENSMFAG00000003872","Occipital/Temporal",0.310497556347778,"MICAL2","protein_coding"
"ENSMFAG00000011685","Occipital/Temporal",0.799622013446755,"ENSMFAG00000011685","miRNA"
"ENSMFAG00000043096","Subcortical",0.459523168526836,"DKK3","protein_coding"
"ENSMFAG00000043486","Occipital/Temporal",0.247768501381493,"USP47","protein_coding"
"ENSMFAG00000041231","Hippocampal formation",0.435655997630901,"GALNT18","protein_coding"
"ENSMFAG00000039310","Occipital/Temporal",0.349891841929855,"ENSMFAG00000039310","pseudogene"
