Cell type,GeneID,Gene
Oligo,ENSMFAG00000000983,ARHGAP22
Oligo,ENSMFAG00000033436,SMURF1
Oligo,ENSMFAG00000033124,S100B
Oligo,ENSMFAG00000041357,ARAP2
Oligo,ENSMFAG00000034269,MVB12B
Oligo,ENSMFAG00000031535,TMEFF2
Oligo,ENSMFAG00000001770,PSD3
Oligo,ENSMFAG00000015355,AIG1
Oligo,ENSMFAG00000039977,PPFIBP2
Oligo,ENSMFAG00000033112,NFASC
Oligo,ENSMFAG00000029976,TNKS
Oligo,ENSMFAG00000002978,PICALM
Oligo,ENSMFAG00000001384,SLC12A2
Oligo,ENSMFAG00000015961,RETREG1
Oligo,ENSMFAG00000042663,DOCK9
Oligo,ENSMFAG00000002678,PCYT1B
Oligo,ENSMFAG00000002735,RNF13
Oligo,ENSMFAG00000042901,TRPM6
Oligo,ENSMFAG00000002658,SLC2A12
Oligo,ENSMFAG00000040522,SASH1
Oligo,ENSMFAG00000038279,ATG4C
Oligo,ENSMFAG00000044119,CLIP4
Oligo,ENSMFAG00000034156,SLC22A23
Oligo,ENSMFAG00000037041,CCDC88A
Oligo,ENSMFAG00000034633,PHACTR3
Oligo,ENSMFAG00000040058,ST3GAL6
Oligo,ENSMFAG00000038620,ATP8A1
Oligo,ENSMFAG00000042642,KCNK10
Oligo,ENSMFAG00000045943,MARCH1
Oligo,ENSMFAG00000042816,TESK2
Oligo,ENSMFAG00000037631,DENND5A
Oligo,ENSMFAG00000036661,SCD5
Oligo,ENSMFAG00000045719,WWP1
Oligo,ENSMFAG00000035632,FAM222A
Oligo,ENSMFAG00000032530,RICTOR
Oligo,ENSMFAG00000042272,CALD1
Oligo,ENSMFAG00000002627,CADM2
Oligo,ENSMFAG00000041392,SEMA6A
Oligo,ENSMFAG00000001693,RYBP
Oligo,ENSMFAG00000039255,CTTNBP2
Oligo,ENSMFAG00000033959,MAST4
Oligo,ENSMFAG00000000666,STXBP3
Oligo,ENSMFAG00000041781,AGPAT4
Oligo,ENSMFAG00000006899,ZCCHC7
Oligo,ENSMFAG00000032319,MDGA2
Oligo,ENSMFAG00000036912,ARHGAP1
Oligo,ENSMFAG00000041765,LANCL1
Oligo,ENSMFAG00000000258,PREX1
Oligo,ENSMFAG00000040148,CADM1
Oligo,ENSMFAG00000042459,WDFY2
Oligo,ENSMFAG00000043431,NPAS3
Oligo,ENSMFAG00000043980,GPRC5B
Oligo,ENSMFAG00000003468,OSBPL1A
Oligo,ENSMFAG00000041727,ZDHHC14
Oligo,ENSMFAG00000046051,DDX17
Oligo,ENSMFAG00000001051,LPGAT1
Oligo,ENSMFAG00000000599,MAPRE2
Oligo,ENSMFAG00000038687,APLP1
Oligo,ENSMFAG00000039223,ZFYVE16
Oligo,ENSMFAG00000044175,ZSWIM6
Oligo,ENSMFAG00000001802,SECISBP2L
Oligo,ENSMFAG00000044339,MYO5A
Oligo,ENSMFAG00000031842,SRCIN1
Oligo,ENSMFAG00000034692,PPP1R16B
Oligo,ENSMFAG00000005287,DPYSL2
Oligo,ENSMFAG00000037917,CHST9
Oligo,ENSMFAG00000041136,NCAM2
Oligo,ENSMFAG00000035766,DUSP10
Oligo,ENSMFAG00000001435,ENSMFAG00000001435
Oligo,ENSMFAG00000044014,TMTC4
Oligo,ENSMFAG00000032467,SAMD5
Oligo,ENSMFAG00000036972,FAM107B
Oligo,ENSMFAG00000014361,NEO1
Oligo,ENSMFAG00000045817,KDM6A
Oligo,ENSMFAG00000031858,STK39
Oligo,ENSMFAG00000033308,DPF3
Oligo,ENSMFAG00000002286,SLC7A9
Oligo,ENSMFAG00000035679,NEDD4
Oligo,ENSMFAG00000041461,GPSM2
Oligo,ENSMFAG00000031082,MCUB
Oligo,ENSMFAG00000001779,RBPJ
Oligo,ENSMFAG00000002536,HNRNPA2B1
Oligo,ENSMFAG00000032402,SH3D19
Oligo,ENSMFAG00000035434,COBL
Oligo,ENSMFAG00000043785,ZHX2
Oligo,ENSMFAG00000037094,CPPED1
Oligo,ENSMFAG00000002792,TULP4
Oligo,ENSMFAG00000037125,TJP1
Oligo,ENSMFAG00000017348,CENPC
Oligo,ENSMFAG00000041048,AFAP1L1
Oligo,ENSMFAG00000001082,MAP4K5
Oligo,ENSMFAG00000042627,ELF2
Oligo,ENSMFAG00000038895,SEMA5A
Oligo,ENSMFAG00000003778,KDM4C
Oligo,ENSMFAG00000040224,ANKIB1
Oligo,ENSMFAG00000000142,TMCC3
Oligo,ENSMFAG00000002864,VPS35L
Oligo,ENSMFAG00000034359,ZNF638
Oligo,ENSMFAG00000036386,HSD11B1
Oligo,ENSMFAG00000003126,PIK3C2B
Oligo,ENSMFAG00000002229,GRM3
Oligo,ENSMFAG00000033687,POLR2F
Oligo,ENSMFAG00000037347,DUSP16
Oligo,ENSMFAG00000000500,LAP3
Oligo,ENSMFAG00000043092,MTUS1
Oligo,ENSMFAG00000032184,KIAA1324L
Oligo,ENSMFAG00000031688,PXK
Oligo,ENSMFAG00000034776,TBC1D12
Oligo,ENSMFAG00000043269,LDLRAD3
Oligo,ENSMFAG00000041347,FOXN2
Oligo,ENSMFAG00000003811,PTGDS
Oligo,ENSMFAG00000045444,ALCAM
Oligo,ENSMFAG00000026235,UNC5C
Oligo,ENSMFAG00000003917,ENSMFAG00000003917
Oligo,ENSMFAG00000044652,FAM13C
Oligo,ENSMFAG00000033026,FTO
Oligo,ENSMFAG00000002479,APP
Oligo,ENSMFAG00000030151,EYA1
Oligo,ENSMFAG00000040076,KIF6
Oligo,ENSMFAG00000028791,POLR3G
Oligo,ENSMFAG00000003783,TMEM87A
Oligo,ENSMFAG00000033409,DPYD
Oligo,ENSMFAG00000019863,RNF130
Oligo,ENSMFAG00000035980,KAT2B
Oligo,ENSMFAG00000037140,HSP90AA1
Oligo,ENSMFAG00000034628,GPM6B
Oligo,ENSMFAG00000041467,CEP104
Oligo,ENSMFAG00000032997,KIF13A
Oligo,ENSMFAG00000036080,RFFL
Oligo,ENSMFAG00000045160,PPP2R2A
Oligo,ENSMFAG00000032359,PLAAT3
Oligo,ENSMFAG00000001902,TARSL2
Oligo,ENSMFAG00000036701,TRPC4AP
Oligo,ENSMFAG00000039208,ENSMFAG00000039208
Oligo,ENSMFAG00000002127,SEC14L5
Oligo,ENSMFAG00000000873,APBB2
Oligo,ENSMFAG00000046230,ZBTB20
Oligo,ENSMFAG00000040303,MTMR2
Oligo,ENSMFAG00000036458,LRP6
Oligo,ENSMFAG00000034700,ANKRD12
Oligo,ENSMFAG00000039957,PRKD1
Oligo,ENSMFAG00000031162,SLC39A11
Oligo,ENSMFAG00000001415,OTUD7B
Oligo,ENSMFAG00000038478,MITF
Oligo,ENSMFAG00000040552,SYNJ2
Oligo,ENSMFAG00000002106,STRN
Oligo,ENSMFAG00000002987,DICER1
Oligo,ENSMFAG00000040948,FNIP1
Oligo,ENSMFAG00000036768,CCP110
Oligo,ENSMFAG00000032113,STMN4
Oligo,ENSMFAG00000030614,ZKSCAN1
Oligo,ENSMFAG00000043354,THTPA
Oligo,ENSMFAG00000036104,P3H2
Oligo,ENSMFAG00000040188,PPP1R14A
Oligo,ENSMFAG00000002529,CDK6
Oligo,ENSMFAG00000013431,CYP7B1
Oligo,ENSMFAG00000046309,HIP1R
Oligo,ENSMFAG00000035613,LRRC49
Oligo,ENSMFAG00000003191,PI4K2A
Oligo,ENSMFAG00000041734,ITCH
Oligo,ENSMFAG00000000113,PSEN1
Oligo,ENSMFAG00000029641,CPEB1
Oligo,ENSMFAG00000031793,SWT1
Oligo,ENSMFAG00000039559,KLHL4
Oligo,ENSMFAG00000045751,CCNY
Oligo,ENSMFAG00000035658,ZNF704
Oligo,ENSMFAG00000042444,ENSMFAG00000042444
Oligo,ENSMFAG00000032147,ATP11A
Oligo,ENSMFAG00000000709,ENSMFAG00000000709
Oligo,ENSMFAG00000041075,ENSMFAG00000041075
Oligo,ENSMFAG00000038555,JAM3
Oligo,ENSMFAG00000037535,STXBP6
Oligo,ENSMFAG00000042169,KIAA1958
Oligo,ENSMFAG00000038907,ARSB
Oligo,ENSMFAG00000039623,NPC1
Oligo,ENSMFAG00000003635,ITGAV
Oligo,ENSMFAG00000041108,NFE2L2
Oligo,ENSMFAG00000029911,IGSF11
Oligo,ENSMFAG00000040521,ELOVL5
Oligo,ENSMFAG00000038626,FERMT2
Oligo,ENSMFAG00000031878,KANSL1L
Oligo,ENSMFAG00000032233,RIF1
Oligo,ENSMFAG00000043460,PIGT
Oligo,ENSMFAG00000044541,STARD13
Oligo,ENSMFAG00000034378,IBTK
Oligo,ENSMFAG00000044060,EPS15
Oligo,ENSMFAG00000032873,SOGA1
Oligo,ENSMFAG00000031817,TLE4
Oligo,ENSMFAG00000002076,FEZ1
Oligo,ENSMFAG00000031087,PTMA
Oligo,ENSMFAG00000039184,SCARB2
Oligo,ENSMFAG00000037367,BAZ2B
Oligo,ENSMFAG00000030586,ADAP1
Oligo,ENSMFAG00000043482,RAD51B
Oligo,ENSMFAG00000003741,MBOAT2
Oligo,ENSMFAG00000001618,PTPDC1
Oligo,ENSMFAG00000003584,CAMKMT
IhnN,ENSMFAG00000034398,TMEM132C
IhnN,ENSMFAG00000002921,SLC9A9
IhnN,ENSMFAG00000043164,MYO16
IhnN,ENSMFAG00000026936,SOX6
IhnN,ENSMFAG00000005812,ENSMFAG00000005812
IhnN,ENSMFAG00000023144,KIF26B
IhnN,ENSMFAG00000002688,TENM1
IhnN,ENSMFAG00000044213,GNAL
IhnN,ENSMFAG00000007943,ENSMFAG00000007943
IhnN,ENSMFAG00000042640,ADAMTSL1
IhnN,ENSMFAG00000000236,DOCK11
IhnN,ENSMFAG00000043212,HTR4
IhnN,ENSMFAG00000037248,CRB1
IhnN,ENSMFAG00000043436,SULF1
IhnN,ENSMFAG00000041539,SLC26A4
IhnN,ENSMFAG00000000041,HS3ST2
IhnN,ENSMFAG00000002328,USP44
IhnN,ENSMFAG00000043007,HUNK
IhnN,ENSMFAG00000044342,LHX6
IhnN,ENSMFAG00000045033,SLIT1
IhnN,ENSMFAG00000002239,TGFBR3
IhnN,ENSMFAG00000043667,PVALB
IhnN,ENSMFAG00000001114,HTR7
IhnN,ENSMFAG00000000533,ARHGAP42
IhnN,ENSMFAG00000042358,TANC1
IhnN,ENSMFAG00000035413,LRRC38
IhnN,ENSMFAG00000000091,SIAH3
IhnN,ENSMFAG00000032773,INPP5J
IhnN,ENSMFAG00000045597,POSTN
IhnN,ENSMFAG00000043053,GDPD5
IhnN,ENSMFAG00000044592,APBB1IP
IhnN,ENSMFAG00000002977,LYPD6
IhnN,ENSMFAG00000035428,MORN5
IhnN,ENSMFAG00000042336,RGS5
IhnN,ENSMFAG00000031509,ENSMFAG00000031509
IhnN,ENSMFAG00000002477,GRIK3
IhnN,ENSMFAG00000005540,ARX
IhnN,ENSMFAG00000038475,WIF1
IhnN,ENSMFAG00000033228,PTH1R
IhnN,ENSMFAG00000040512,SMTN
IhnN,ENSMFAG00000001695,ITGB4
IhnN,ENSMFAG00000003462,ARHGAP12
IhnN,ENSMFAG00000040109,FRMD4B
IhnN,ENSMFAG00000034380,VWC2
IhnN,ENSMFAG00000040537,NTN4
IhnN,ENSMFAG00000004024,VAV2
IhnN,ENSMFAG00000038478,MITF
IhnN,ENSMFAG00000045859,OSBPL3
IhnN,ENSMFAG00000031018,LRP8
IhnN,ENSMFAG00000032853,CDH7
IhnN,ENSMFAG00000000534,PPARGC1A
IhnN,ENSMFAG00000004071,DPP10
IhnN,ENSMFAG00000037884,CADPS
IhnN,ENSMFAG00000032381,CALN1
IhnN,ENSMFAG00000003102,TRPC5
IhnN,ENSMFAG00000040314,ADCYAP1R1
IhnN,ENSMFAG00000003054,RASGRF2
IhnN,ENSMFAG00000036517,FGF12
IhnN,ENSMFAG00000036209,CORIN
IhnN,ENSMFAG00000036884,PDE9A
IhnN,ENSMFAG00000032287,MAGI1
IhnN,ENSMFAG00000000140,ADCY8
IhnN,ENSMFAG00000040869,PLCXD3
IhnN,ENSMFAG00000040997,CPLX1
IhnN,ENSMFAG00000036122,WIPF3
IhnN,ENSMFAG00000044541,STARD13
IhnN,ENSMFAG00000002067,MKX
IhnN,ENSMFAG00000046674,ENSMFAG00000046674
IhnN,ENSMFAG00000031337,SPARCL1
IhnN,ENSMFAG00000001656,CACNA2D2
IhnN,ENSMFAG00000039309,NXPH2
IhnN,ENSMFAG00000030204,ADAMTS6
IhnN,ENSMFAG00000007568,CRTAC1
IhnN,ENSMFAG00000000612,NETO2
IhnN,ENSMFAG00000040577,KCNAB3
IhnN,ENSMFAG00000032156,TRPC4
IhnN,ENSMFAG00000005645,ADAMTS17
IhnN,ENSMFAG00000044594,ASTN2
IhnN,ENSMFAG00000003519,DLEU7
IhnN,ENSMFAG00000042987,CORO6
IhnN,ENSMFAG00000042012,KLHL5
IhnN,ENSMFAG00000034537,FGFR1
IhnN,ENSMFAG00000031358,NRXN3
IhnN,ENSMFAG00000045015,FAM135B
IhnN,ENSMFAG00000036446,TRPS1
IhnN,ENSMFAG00000015323,PHACTR2
IhnN,ENSMFAG00000001018,SLC7A8
IhnN,ENSMFAG00000037703,LSAMP
IhnN,ENSMFAG00000004075,FCHSD2
IhnN,ENSMFAG00000002367,KCNC1
IhnN,ENSMFAG00000044854,FLT3
IhnN,ENSMFAG00000041697,FHOD3
IhnN,ENSMFAG00000037115,PDZRN4
IhnN,ENSMFAG00000032999,ERC1
IhnN,ENSMFAG00000039287,PLXNC1
IhnN,ENSMFAG00000001808,CHRD
IhnN,ENSMFAG00000036799,TOX2
IhnN,ENSMFAG00000031770,PPIP5K2
IhnN,ENSMFAG00000034426,SLC4A10
IhnN,ENSMFAG00000040080,AGBL1
IhnN,ENSMFAG00000034168,SLC8A3
IhnN,ENSMFAG00000041985,ENSMFAG00000041985
IhnN,ENSMFAG00000046382,IL1RAPL1
IhnN,ENSMFAG00000003236,PRKCE
IhnN,ENSMFAG00000042111,LUZP2
IhnN,ENSMFAG00000033192,TMTC1
IhnN,ENSMFAG00000000983,ARHGAP22
IhnN,ENSMFAG00000043608,RHOBTB3
IhnN,ENSMFAG00000036650,RUNX2
IhnN,ENSMFAG00000032937,NSF
IhnN,ENSMFAG00000038281,PNKD
IhnN,ENSMFAG00000031197,TEAD1
IhnN,ENSMFAG00000033908,CYTH3
IhnN,ENSMFAG00000000192,EPHA6
IhnN,ENSMFAG00000036507,ARHGAP20
IhnN,ENSMFAG00000037120,PLEKHH2
IhnN,ENSMFAG00000030895,PIEZO2
IhnN,ENSMFAG00000003506,GAB2
IhnN,ENSMFAG00000038111,SLC44A5
IhnN,ENSMFAG00000003052,ANKS1A
IhnN,ENSMFAG00000030544,FGF13
IhnN,ENSMFAG00000000209,ENSMFAG00000000209
IhnN,ENSMFAG00000001681,FAM189A1
IhnN,ENSMFAG00000043008,KCNJ3
IhnN,ENSMFAG00000042003,CNTNAP5
IhnN,ENSMFAG00000032467,SAMD5
IhnN,ENSMFAG00000033305,TMEM178A
IhnN,ENSMFAG00000036571,MANBA
IhnN,ENSMFAG00000025611,ENOX1
IhnN,ENSMFAG00000039646,IL1RAP
IhnN,ENSMFAG00000034576,MIPOL1
IhnN,ENSMFAG00000044012,ITSN1
IhnN,ENSMFAG00000035813,EFR3B
IhnN,ENSMFAG00000038024,ADCY1
IhnN,ENSMFAG00000040760,ENSMFAG00000040760
IhnN,ENSMFAG00000042675,ST8SIA1
IhnN,ENSMFAG00000040779,ATG7
IhnN,ENSMFAG00000000725,ETV6
IhnN,ENSMFAG00000042667,PARM1
IhnN,ENSMFAG00000027746,SLC25A37
IhnN,ENSMFAG00000002684,KLF12
IhnN,ENSMFAG00000043400,SUGCT
IhnN,ENSMFAG00000034011,ENSMFAG00000034011
IhnN,ENSMFAG00000042093,SATB1
IhnN,ENSMFAG00000033604,TSHZ3
IhnN,ENSMFAG00000032080,EYS
IhnN,ENSMFAG00000045319,SLC2A13
ExcN,ENSMFAG00000046421,COX3
ExcN,ENSMFAG00000000004,ENSMFAG00000000004
ExcN,ENSMFAG00000046418,COX2
ExcN,ENSMFAG00000046427,CYTB
ExcN,ENSMFAG00000046424,ND4
ExcN,ENSMFAG00000046420,ATP6
ExcN,ENSMFAG00000046415,ND1
ExcN,ENSMFAG00000000002,ENSMFAG00000000002
ExcN,ENSMFAG00000046416,ND2
ExcN,ENSMFAG00000000365,SEMA3C
ExcN,ENSMFAG00000036123,SV2C
ExcN,ENSMFAG00000033310,KAZN
ExcN,ENSMFAG00000032232,DYSF
ExcN,ENSMFAG00000031323,PTPRD
ExcN,ENSMFAG00000043164,MYO16
ExcN,ENSMFAG00000042825,SYT2
ExcN,ENSMFAG00000045661,RASGEF1B
ExcN,ENSMFAG00000035972,ENSMFAG00000035972
ExcN,ENSMFAG00000037533,FRAS1
ExcN,ENSMFAG00000041834,PLA2R1
ExcN,ENSMFAG00000035883,FAT3
ExcN,ENSMFAG00000035466,SGCZ
ExcN,ENSMFAG00000036844,FMN1
ExcN,ENSMFAG00000041659,PLXNA4
ExcN,ENSMFAG00000032771,FAM78B
ExcN,ENSMFAG00000041003,GAP43
ExcN,ENSMFAG00000031052,ENSMFAG00000031052
ExcN,ENSMFAG00000035952,ABCC8
ExcN,ENSMFAG00000003646,STMN2
ExcN,ENSMFAG00000038331,COL26A1
ExcN,ENSMFAG00000030448,BEND6
ExcN,ENSMFAG00000041697,FHOD3
ExcN,ENSMFAG00000047068,ENSMFAG00000047068
ExcN,ENSMFAG00000031856,GRB14
ExcN,ENSMFAG00000043852,PROM1
ExcN,ENSMFAG00000035678,ADAM18
ExcN,ENSMFAG00000034000,LIPC
ExcN,ENSMFAG00000038317,ITGA4
ExcN,ENSMFAG00000046104,CRYBG3
ExcN,ENSMFAG00000025531,ENSMFAG00000025531
ExcN,ENSMFAG00000001076,DNAH5
ExcN,ENSMFAG00000038009,ABO
ExcN,ENSMFAG00000041185,CPNE8
ExcN,ENSMFAG00000042520,ENSMFAG00000042520
ExcN,ENSMFAG00000000082,ROBO2
ExcN,ENSMFAG00000041645,FBN2
ExcN,ENSMFAG00000043213,GALNT13
ExcN,ENSMFAG00000041945,DPP4
ExcN,ENSMFAG00000003054,RASGRF2
ExcN,ENSMFAG00000039535,SYNPR
ExcN,ENSMFAG00000043431,NPAS3
ExcN,ENSMFAG00000034217,GSG1L
ExcN,ENSMFAG00000000192,EPHA6
ExcN,ENSMFAG00000001770,PSD3
ExcN,ENSMFAG00000042978,THSD7A
ExcN,ENSMFAG00000045301,IQCJ
ExcN,ENSMFAG00000021727,CYP39A1
ExcN,ENSMFAG00000043375,EML1
ExcN,ENSMFAG00000046322,PCDH10
ExcN,ENSMFAG00000002675,PARD3
ExcN,ENSMFAG00000003133,DNAH2
ExcN,ENSMFAG00000044842,KITLG
ExcN,ENSMFAG00000003353,ENSMFAG00000003353
ExcN,ENSMFAG00000034757,ZFHX4
ExcN,ENSMFAG00000034201,TAFA1
ExcN,ENSMFAG00000033421,GABRB3
ExcN,ENSMFAG00000030271,CDH12
ExcN,ENSMFAG00000036451,RCAN2
ExcN,ENSMFAG00000043079,TCERG1L
ExcN,ENSMFAG00000031919,CNTN4
ExcN,ENSMFAG00000041468,COBLL1
ExcN,ENSMFAG00000043199,ENSMFAG00000043199
ExcN,ENSMFAG00000024129,MPP6
ExcN,ENSMFAG00000031280,SIDT1
ExcN,ENSMFAG00000043725,SERPINE2
ExcN,ENSMFAG00000002541,ADAMTSL3
ExcN,ENSMFAG00000034037,PLCB4
ExcN,ENSMFAG00000043585,ADAMTS19
ExcN,ENSMFAG00000037535,STXBP6
ExcN,ENSMFAG00000039476,CACNA1E
ExcN,ENSMFAG00000033192,TMTC1
ExcN,ENSMFAG00000037397,DOK6
ExcN,ENSMFAG00000031966,TMEM108
ExcN,ENSMFAG00000044248,DOCK4
ExcN,ENSMFAG00000002756,CYP46A1
ExcN,ENSMFAG00000000592,MAL2
ExcN,ENSMFAG00000037117,DAPK1
ExcN,ENSMFAG00000041916,CCDC192
ExcN,ENSMFAG00000033409,DPYD
ExcN,ENSMFAG00000037039,BMPR1B
ExcN,ENSMFAG00000045260,PLXDC2
ExcN,ENSMFAG00000033855,SOX5
ExcN,ENSMFAG00000045236,KLHL1
ExcN,ENSMFAG00000023538,LRRK1
ExcN,ENSMFAG00000044748,ITPR1
ExcN,ENSMFAG00000041254,CRPPA
ExcN,ENSMFAG00000002070,TMEM131L
ExcN,ENSMFAG00000034607,KCNN2
ExcN,ENSMFAG00000034540,GHR
ExcN,ENSMFAG00000002047,KCND3
ExcN,ENSMFAG00000037521,DDAH1
ExcN,ENSMFAG00000037135,GREB1L
ExcN,ENSMFAG00000000237,RFX3
ExcN,ENSMFAG00000042391,VSNL1
ExcN,ENSMFAG00000037917,CHST9
ExcN,ENSMFAG00000043818,KIAA1211L
ExcN,ENSMFAG00000004754,INPP4B
ExcN,ENSMFAG00000042275,MATN2
ExcN,ENSMFAG00000032111,SGCD
ExcN,ENSMFAG00000043088,BAIAP2
ExcN,ENSMFAG00000035720,TPK1
ExcN,ENSMFAG00000045256,LAMA3
ExcN,ENSMFAG00000044906,KCTD8
IhnN,ENSMFAG00000043924,SST
IhnN,ENSMFAG00000043966,OTOF
IhnN,ENSMFAG00000001736,PAWR
IhnN,ENSMFAG00000031961,SYTL5
IhnN,ENSMFAG00000043852,PROM1
IhnN,ENSMFAG00000039714,MAN1A1
IhnN,ENSMFAG00000044087,ENSMFAG00000044087
IhnN,ENSMFAG00000037275,KCNK2
IhnN,ENSMFAG00000034433,PDE1A
IhnN,ENSMFAG00000045175,DMD
IhnN,ENSMFAG00000042216,FRMD3
IhnN,ENSMFAG00000039633,MME
IhnN,ENSMFAG00000035817,TRIM67
IhnN,ENSMFAG00000044234,LIMCH1
IhnN,ENSMFAG00000003232,OXR1
IhnN,ENSMFAG00000041043,PCDH15
IhnN,ENSMFAG00000039075,GRM1
IhnN,ENSMFAG00000032924,CCSER1
IhnN,ENSMFAG00000035871,AUTS2
IhnN,ENSMFAG00000039585,EPHB6
IhnN,ENSMFAG00000042671,SFMBT2
IhnN,ENSMFAG00000031633,COL19A1
IhnN,ENSMFAG00000002541,ADAMTSL3
IhnN,ENSMFAG00000046080,STK32B
IhnN,ENSMFAG00000036945,PHF20L1
IhnN,ENSMFAG00000032619,PITPNC1
IhnN,ENSMFAG00000032641,AAK1
IhnN,ENSMFAG00000002250,TIAM1
IhnN,ENSMFAG00000043006,TCF7L1
IhnN,ENSMFAG00000037535,STXBP6
IhnN,ENSMFAG00000030609,KIAA1217
IhnN,ENSMFAG00000045761,SMYD3
IhnN,ENSMFAG00000032522,RUNX1T1
IhnN,ENSMFAG00000011695,GRIA3
IhnN,ENSMFAG00000002554,HEG1
IhnN,ENSMFAG00000038030,TMTC2
IhnN,ENSMFAG00000046230,ZBTB20
IhnN,ENSMFAG00000039542,PCSK5
IhnN,ENSMFAG00000031943,CBLN4
IhnN,ENSMFAG00000038711,PIP5K1B
IhnN,ENSMFAG00000044130,PTPRG
IhnN,ENSMFAG00000031535,TMEFF2
IhnN,ENSMFAG00000038397,CYFIP1
IhnN,ENSMFAG00000031789,RSPO2
IhnN,ENSMFAG00000039672,ADGRL3
IhnN,ENSMFAG00000032084,NETO1
IhnN,ENSMFAG00000040607,ITGA9
IhnN,ENSMFAG00000041052,ENSMFAG00000041052
IhnN,ENSMFAG00000003536,COL24A1
IhnN,ENSMFAG00000044014,TMTC4
IhnN,ENSMFAG00000039485,MCTP1
IhnN,ENSMFAG00000042125,DGKG
IhnN,ENSMFAG00000043431,NPAS3
IhnN,ENSMFAG00000044135,NTM
IhnN,ENSMFAG00000045960,MARCH4
IhnN,ENSMFAG00000035658,ZNF704
IhnN,ENSMFAG00000037315,ARHGAP6
IhnN,ENSMFAG00000003995,CTNNA2
Micro,ENSMFAG00000016740,ARHGAP15
Micro,ENSMFAG00000038060,ENTPD1
Micro,ENSMFAG00000044592,APBB1IP
Micro,ENSMFAG00000008069,DOCK8
Micro,ENSMFAG00000035486,A2M
Micro,ENSMFAG00000040184,FLI1
Micro,ENSMFAG00000038840,FYB1
Micro,ENSMFAG00000039573,PALD1
Micro,ENSMFAG00000042845,SLCO2B1
Micro,ENSMFAG00000000713,SCML4
Micro,ENSMFAG00000041789,IFI16
Micro,ENSMFAG00000003965,TGFBR2
Micro,ENSMFAG00000039084,RCSD1
Micro,ENSMFAG00000000792,IKZF1
Micro,ENSMFAG00000003522,WDFY4
Micro,ENSMFAG00000016846,TBXAS1
Micro,ENSMFAG00000042905,ENSMFAG00000042905
Micro,ENSMFAG00000034429,CSF1R
Micro,ENSMFAG00000046291,BIN2
Micro,ENSMFAG00000040966,IL18
Micro,ENSMFAG00000000151,DAB2
Micro,ENSMFAG00000045131,PGM5
Micro,ENSMFAG00000044827,PTPRC
Micro,ENSMFAG00000035933,RGS10
Micro,ENSMFAG00000030025,ENSMFAG00000030025
Micro,ENSMFAG00000032652,RUNX1
Micro,ENSMFAG00000040219,GAB3
Micro,ENSMFAG00000031835,AIM2
Micro,ENSMFAG00000030689,SP100
Micro,ENSMFAG00000034455,SP110
Micro,ENSMFAG00000044500,KCNK13
Micro,ENSMFAG00000040627,LCP2
Micro,ENSMFAG00000033125,ZFP36L1
Micro,ENSMFAG00000032674,TRIM22
Micro,ENSMFAG00000043272,LYN
Micro,ENSMFAG00000037967,RBM47
Micro,ENSMFAG00000031182,ITGAM
Micro,ENSMFAG00000044029,CX3CR1
Micro,ENSMFAG00000046669,ENSMFAG00000046669
Micro,ENSMFAG00000001155,NCKAP1L
Micro,ENSMFAG00000044962,NFATC2
Micro,ENSMFAG00000045803,IL13RA1
Micro,ENSMFAG00000033370,MNDA
Micro,ENSMFAG00000045138,STAB1
Micro,ENSMFAG00000044963,HPGDS
Micro,ENSMFAG00000037145,PLCB2
Micro,ENSMFAG00000033243,SYK
Micro,ENSMFAG00000031999,SLC2A5
Micro,ENSMFAG00000046259,PIK3AP1
Micro,ENSMFAG00000001332,PLAC8
Micro,ENSMFAG00000036299,MRC1
Micro,ENSMFAG00000035912,HCK
Micro,ENSMFAG00000014072,TMEM114
Micro,ENSMFAG00000001418,ARHGAP25
Micro,ENSMFAG00000022085,LAPTM5
Micro,ENSMFAG00000034225,ZFHX3
Micro,ENSMFAG00000044010,AOAH
Micro,ENSMFAG00000041470,GNB4
Micro,ENSMFAG00000043139,BLNK
Micro,ENSMFAG00000044731,C3
Micro,ENSMFAG00000039752,VAV1
Micro,ENSMFAG00000036895,BNC2
Micro,ENSMFAG00000034721,ATP8B4
Micro,ENSMFAG00000032897,INPP5D
Micro,ENSMFAG00000002954,PLD1
Micro,ENSMFAG00000035732,ADAP2
Micro,ENSMFAG00000000724,CDC14A
Micro,ENSMFAG00000000142,TMCC3
Micro,ENSMFAG00000003779,ENSMFAG00000003779
Micro,ENSMFAG00000042513,ABCC4
Micro,ENSMFAG00000024693,SLC1A3
Micro,ENSMFAG00000032328,MERTK
Micro,ENSMFAG00000046381,FAM149A
Micro,ENSMFAG00000038282,ST6GALNAC3
Micro,ENSMFAG00000003462,ARHGAP12
Micro,ENSMFAG00000031735,MAML2
Micro,ENSMFAG00000039774,RNASET2
Micro,ENSMFAG00000039691,AXL
Micro,ENSMFAG00000002921,SLC9A9
Micro,ENSMFAG00000008012,ITGB5
Micro,ENSMFAG00000039137,ADAM28
Micro,ENSMFAG00000040109,FRMD4B
Micro,ENSMFAG00000046412,SP140
Micro,ENSMFAG00000042565,ENSMFAG00000042565
Micro,ENSMFAG00000035593,NCKAP5
Micro,ENSMFAG00000001788,SNX29
Micro,ENSMFAG00000044439,HTRA1
Micro,ENSMFAG00000044981,TGFBR1
