"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","gene_type"
"ENSMFAG00000031359",69.794791658047,-0.637647480064833,0.116671866914813,1064.17749899682,2.48286419490673e-223,2.61988643282886e-221,"WNT16","protein_coding"
"ENSMFAG00000002840",40.5240722163565,0.562741111842567,0.0839540682865447,1064.15207254803,2.51442102021731e-223,2.6390721048366e-221,"CCDC83","protein_coding"
"ENSMFAG00000036133",734.549096457048,0.642187067459668,0.0927033988263642,1062.27079024889,6.40130821632816e-223,6.68310125526916e-221,"FSTL1","protein_coding"
"ENSMFAG00000002480",3360.52682896849,-0.269362299170033,0.0548011519605043,1058.26023286158,4.69257708450586e-222,4.87336479112998e-220,"PTPRT","protein_coding"
"ENSMFAG00000034757",1048.77729805149,0.307324441951532,0.0534796670674783,1057.08207685458,8.42470625192343e-222,8.70347140120173e-220,"ZFHX4","protein_coding"
"ENSMFAG00000044690",592.718725219946,-0.254042979083998,0.0796427964733453,1055.39886997428,1.94375176663703e-221,1.99760988850426e-219,"VIPR1","protein_coding"
"ENSMFAG00000001088",508.411454271956,-0.907204919987533,0.0823046488261638,1055.13089090684,2.22047785318235e-221,2.27017974088052e-219,"CNTN6","protein_coding"
"ENSMFAG00000042169",427.230421807609,0.0636801910687729,0.0463067623265605,1054.96462635728,2.41163316936393e-221,2.45290441741696e-219,"KIAA1958","protein_coding"
"ENSMFAG00000036535",13.4516083014503,0.362445470704469,0.173959192205615,1053.16423273505,5.89753339764061e-221,5.96769892319203e-219,"MYB","protein_coding"
"ENSMFAG00000030469",714.135558727004,-0.260023853593412,0.0706179117598363,1052.2374789039,9.34494660925588e-221,9.40788196397128e-219,"CYB561","protein_coding"
"ENSMFAG00000045392",1497.89000052656,-0.163196959511633,0.0615688769995025,1049.88736060982,3.00266102162537e-220,3.00753844054374e-218,"PMEPA1","protein_coding"
"ENSMFAG00000039586",4.89020235612073,-0.0908341114901396,0.263646548757408,1045.28641155634,2.95071029201536e-219,2.94057653949733e-217,"GPX2","protein_coding"
"ENSMFAG00000002368",2051.75527146558,-0.000863585113963259,0.0393403376186057,1043.13792274109,8.57715978290906e-219,8.50474958976692e-217,"ETV5","protein_coding"
"ENSMFAG00000033363",297.072095012566,0.30690243708079,0.0660544044995249,1041.8256430332,1.64585541141546e-218,1.6238009489025e-216,"IGSF1","protein_coding"
"ENSMFAG00000046501",4.00111991787759,-0.132950604027416,0.490352007585845,1041.19949802973,2.24618371919649e-218,2.20505955956145e-216,"ENSMFAG00000046501","lincRNA"
"ENSMFAG00000040729",1513.24234272732,-0.482153914680005,0.0389494417573495,1035.55015312757,3.71476258924607e-217,3.62869779262393e-215,"CDH11","protein_coding"
"ENSMFAG00000038613",6142.81045255016,0.143468316464412,0.0802815828530473,1033.87319138667,8.54318740015477e-217,8.30414649161842e-215,"SPARC","protein_coding"
"ENSMFAG00000034115",122.85609823393,0.265881834268191,0.126328748790902,1033.85684138898,8.61283838643194e-217,8.33081014907231e-215,"CD38","protein_coding"
"ENSMFAG00000035421",3126.41787890248,0.0622469955019091,0.0439851991837967,1029.5340725642,7.3699937197852e-216,7.09388858920983e-214,"ADGRL2","protein_coding"
"ENSMFAG00000035845",1209.35173053568,0.146734756135286,0.0242479927763737,1027.78732686524,1.75465617571216e-215,1.68072211937632e-213,"MKRN2","protein_coding"
"ENSMFAG00000032936",38.1626536811712,-0.287007991041049,0.103783655106401,1024.67355276452,8.23638121232695e-215,7.85122097012731e-213,"ATP6V1C2","protein_coding"
"ENSMFAG00000031844",2047.85424959898,0.170294443623618,0.0583978982436462,1018.71985378916,1.58389171163869e-213,1.50256496413724e-211,"HCN1","protein_coding"
"ENSMFAG00000021979",136.299866752965,-0.626327206403336,0.112817600728804,1018.1060631458,2.14829601571091e-213,2.02823813311041e-211,"RTP1","protein_coding"
"ENSMFAG00000001269",13087.0151607268,-0.154605985884049,0.0688848673577141,1017.90567866377,2.3730585127442e-213,2.22977097968898e-211,"RGS4","protein_coding"
"ENSMFAG00000038317",192.736017579963,-1.11687584903188,0.109542205412637,1015.31496815494,8.59029561715717e-213,8.03335133259457e-211,"ITGA4","protein_coding"
"ENSMFAG00000042829",8.28018512764187,-0.215262292224039,0.358755285698597,1013.0178277814,2.68775489958641e-212,2.5016405508792e-210,"LY6L","protein_coding"
"ENSMFAG00000038483",1645.72584349356,-0.081647312909861,0.0487449576557663,1012.90550494832,2.84192125270247e-212,2.63271315297301e-210,"ADCY3","protein_coding"
"ENSMFAG00000037101",22.757925294589,-0.37940251387634,0.142240898966977,1007.65747037354,3.84882298023353e-211,3.54883060962467e-209,"CASZ1","protein_coding"
"ENSMFAG00000002542",85.3018416328142,0.0380363015458514,0.115776234158623,1006.23888899022,7.78451979974484e-211,7.14437882272396e-209,"OPRM1","protein_coding"
"ENSMFAG00000044728",50.8503438874944,0.345605877373593,0.110283935159579,1002.17982087368,5.84138039855992e-210,5.33620916779557e-208,"PMP2","protein_coding"
"ENSMFAG00000035195",16.4612079287919,0.78059506766442,0.271441426692313,1001.85487044736,6.86413196179745e-210,6.24161529355702e-208,"ENSMFAG00000035195","protein_coding"
"ENSMFAG00000041658",3603.71040407894,0.198669999224235,0.0477406051351891,995.926961184454,1.30260351448965e-208,1.17903543797751e-206,"NLK","protein_coding"
"ENSMFAG00000039319",5582.04961465773,0.18751897731864,0.0454361179761163,995.833977449498,1.36414887808696e-208,1.22910436814666e-206,"FAM131B","protein_coding"
"ENSMFAG00000038099",58.1270983096686,1.07737624352959,0.141981756963413,992.040448859405,8.97069902459968e-208,8.04590150697276e-206,"LPAR3","protein_coding"
"ENSMFAG00000004073",1296.14311704222,-0.00176206267219147,0.069824997851294,989.98673012675,2.48680650513151e-207,2.22034687598438e-205,"HTR2A","protein_coding"
"ENSMFAG00000024718",889.149250816892,0.233719439626182,0.0752120365418978,989.474384110683,3.20709076398438e-207,2.85055472769999e-205,"MEIS2","protein_coding"
"ENSMFAG00000044745",11.0946693921322,-1.66406506157499,0.439094371816176,989.177321674557,3.71673886568168e-207,3.28873055146327e-205,"KRT77","protein_coding"
"ENSMFAG00000036726",3740.03805553281,0.175555963129629,0.0716641638698007,989.025288091392,4.00813696718985e-207,3.53073922484777e-205,"NCALD","protein_coding"
"ENSMFAG00000040848",484.655507074449,0.225359068317738,0.0479671324449542,988.529955146538,5.12557761618079e-207,4.49501766766575e-205,"ARHGEF6","protein_coding"
"ENSMFAG00000041222",647.431781470738,-0.0610553846069087,0.0329951044709046,987.962839795689,6.79234651463208e-207,5.93037970914691e-205,"SDC2","protein_coding"
"ENSMFAG00000042516",58.0309479676438,-0.245133527997877,0.0907658553753311,987.067677318961,1.05931913598398e-206,9.20814325605102e-205,"ENSMFAG00000042516","protein_coding"
"ENSMFAG00000039552",991.188964181076,-0.14372784360772,0.04811239949685,986.565312635736,1.3593825299278e-206,1.17646210879541e-204,"STON2","protein_coding"
"ENSMFAG00000046283",657.776455828702,-0.464264180928099,0.111808463798431,985.35531443099,2.47872203117798e-206,2.1358141100089e-204,"PTGS1","protein_coding"
"ENSMFAG00000046230",1655.85448281521,0.0495437228001644,0.0502748391023898,984.143512531706,4.52377059987528e-206,3.88100180333648e-204,"ZBTB20","protein_coding"
"ENSMFAG00000037083",7344.62730512519,0.165397554184681,0.0494478087983748,982.372397106546,1.08983561903141e-205,9.3093664219601e-204,"GRIN2A","protein_coding"
"ENSMFAG00000005894",86.4873200428232,-0.123611809067745,0.15756563049129,981.281654326136,1.87295603475926e-205,1.59298139990818e-203,"KISS1R","protein_coding"
"ENSMFAG00000030336",324.886930287547,-0.350394366766472,0.0762271982551048,979.174372325611,5.33159311699075e-205,4.5151500165005e-203,"HRH1","protein_coding"
"ENSMFAG00000017989",1613.23189429045,0.154203178576711,0.0483464103660204,979.122175184346,5.47155285642316e-205,4.61387525482657e-203,"FLRT2","protein_coding"
"ENSMFAG00000034402",449.183822595662,0.151312254519924,0.0740202872721623,978.973917633681,5.88944824903133e-205,4.94513161063346e-203,"VWA5A","protein_coding"
"ENSMFAG00000003582",11892.4600303753,0.0851897574873233,0.0608856616394615,978.731398064718,6.64295385673481e-205,5.5541849788598e-203,"ATRNL1","protein_coding"
"ENSMFAG00000044972",7.88777145286917,-0.930303852347176,0.365145626681959,978.279409302802,8.31397394338634e-205,6.9219972088987e-203,"ENSMFAG00000044972","protein_coding"
"ENSMFAG00000037051",1142.35708833849,0.187564510118199,0.0634665093229591,976.220260389418,2.31073904848918e-204,1.91577743297431e-202,"SLC24A3","protein_coding"
"ENSMFAG00000036443",70.2220679547257,0.318140343649161,0.106086036010732,975.752398258331,2.91486677125224e-204,2.40653352009829e-202,"ADAMTSL5","protein_coding"
"ENSMFAG00000002768",835.202291454923,0.023501022028948,0.058136651208141,974.076083311224,6.69911815991293e-204,5.50779164714175e-202,"RIC8B","protein_coding"
"ENSMFAG00000045766",1206.14746681879,-0.185180969004226,0.0503007492897331,969.581887760905,6.23598355939434e-203,5.10574388356718e-201,"MAPK13","protein_coding"
"ENSMFAG00000042264",1653.66236818787,0.173666840542815,0.0554539312032901,969.147942234227,7.73492286722722e-203,6.30683876099701e-201,"KCNIP3","protein_coding"
"ENSMFAG00000045840",1197.20154168155,-0.362101810664324,0.0720557792411823,968.343243185156,1.15327837917964e-202,9.3648102790011e-201,"RIPOR2","protein_coding"
"ENSMFAG00000041867",1238.1033035997,0.0106642268084937,0.0324757990600519,967.946595781596,1.40424723020009e-202,1.13559862075033e-200,"TMEM268","protein_coding"
"ENSMFAG00000031052",4617.27354916746,0.304546124933515,0.0883897126405118,965.352312658028,5.08995591594087e-202,4.09938816870797e-200,"ENSMFAG00000031052","protein_coding"
"ENSMFAG00000003607",91.5721177865117,-0.0327881074059512,0.0928169687818827,965.093545033172,5.78759372486644e-202,4.64230891784816e-200,"DLX6","protein_coding"
"ENSMFAG00000040079",23.1629235778476,-0.535979706044133,0.158477742979872,963.499882607985,1.27658740500793e-201,1.01982278038933e-199,"HLA-DOA","protein_coding"
"ENSMFAG00000029481",282.970737383783,-0.0974772466664198,0.062361741119324,960.748198615202,5.00302763705985e-201,3.98063473122843e-199,"B3GNT2","protein_coding"
"ENSMFAG00000045345",398.430064765527,-0.205289646305378,0.0651869404051542,960.158583075197,6.70401693581556e-201,5.3125968745989e-199,"MCHR1","protein_coding"
"ENSMFAG00000041464",571.955239889143,-0.0555604993194295,0.0719828459449711,958.113722935192,1.84985181885848e-200,1.46005104358862e-198,"PAPSS2","protein_coding"
"ENSMFAG00000040626",550.541162764184,0.267475370100641,0.0513018472114623,954.69051699726,1.01169009229365e-199,7.95325454228617e-198,"BMPER","protein_coding"
"ENSMFAG00000044175",964.705995215775,0.0151289537436776,0.0408039311239184,952.859762813858,2.51003155687406e-199,1.96539455080313e-197,"ZSWIM6","protein_coding"
"ENSMFAG00000003872",6186.54013631776,0.105054200366179,0.0560816665193959,950.988263104067,6.35459782546624e-199,4.95608396411462e-197,"MICAL2","protein_coding"
"ENSMFAG00000003329",81.1928214662774,0.430914856399717,0.0972032890408374,949.637999844836,1.24204925148795e-198,9.64886450014179e-197,"FGF11","protein_coding"
"ENSMFAG00000043904",217.874878038885,0.0518851549396942,0.0552445070067808,946.639566014401,5.50102489037046e-198,4.25671463281529e-196,"PARD3B","protein_coding"
"ENSMFAG00000015786",285.333171364055,-0.0479647243053438,0.059680907645629,946.251112396678,6.67071968305517e-198,5.14166565570487e-196,"ENSMFAG00000015786","protein_coding"
"ENSMFAG00000043580",1438.97297197657,0.442270071282637,0.0779412225229046,944.521121083064,1.57419990860602e-197,1.20864251348692e-195,"RFTN1","protein_coding"
"ENSMFAG00000041328",5157.37538581479,-0.114478185636667,0.0478995552730838,943.910153181461,2.13180958143239e-197,1.63042118840403e-195,"SHC3","protein_coding"
"ENSMFAG00000045029",1654.43236106956,0.0241782930673568,0.0475604144874537,943.597429070869,2.48973416007402e-197,1.89681214079462e-195,"SPON1","protein_coding"
"ENSMFAG00000000981",18602.1764077198,0.165906056691,0.0569156030113541,943.198603486848,3.03469899115266e-197,2.30310309590093e-195,"OLFM1","protein_coding"
"ENSMFAG00000037856",89.3560189620795,0.233209378053321,0.0984918528099408,942.505086148089,4.28149373853296e-197,3.23687488309319e-195,"CD300E","protein_coding"
"ENSMFAG00000000208",312.942892721541,0.457365161161072,0.0844568941026019,942.454599038987,4.39012814741579e-197,3.3063362062904e-195,"RADIL","protein_coding"
"ENSMFAG00000001155",198.039751003241,0.0850173167997482,0.0561737127276188,941.409374431078,7.37499469040234e-197,5.53320894414521e-195,"NCKAP1L","protein_coding"
"ENSMFAG00000044451",204.511653927626,0.957200606598881,0.110101727286504,941.347519311794,7.60490366031801e-197,5.68408935702254e-195,"HTR3A","protein_coding"
"ENSMFAG00000003833",403.726940454543,0.127766562559508,0.0624553934333477,941.154405193265,8.36983157063415e-197,6.23220817176427e-195,"CDKL1","protein_coding"
"ENSMFAG00000038385",1050.47724121414,0.0151791312016151,0.0694899897219236,940.66419109838,1.06751775977113e-196,7.91889490067817e-195,"NRP2","protein_coding"
"ENSMFAG00000000571",272.389109661482,0.0346725173391088,0.107258857684828,940.487641084061,1.16527317759909e-196,8.61167428478849e-195,"ETNK2","protein_coding"
"ENSMFAG00000005183",233.977018297874,-0.160931121300609,0.0450967767150618,938.932135616225,2.52168438591391e-196,1.8566371754796e-194,"TBL1X","protein_coding"
"ENSMFAG00000018643",190.063085862099,0.112445072267421,0.0437769991732587,937.251849744624,5.80554978273384e-196,4.25855421237562e-194,"ARSG","protein_coding"
"ENSMFAG00000000600",314.557511260426,0.538851686819035,0.0925617134334151,937.185744476868,5.99916692925532e-196,4.38428006844689e-194,"TRPC3","protein_coding"
"ENSMFAG00000043504",54.3454549314876,0.935349851556386,0.112397752994555,936.962015130081,6.70364521905201e-196,4.88104529381307e-194,"FAP","protein_coding"
"ENSMFAG00000033908",1659.3650719462,-0.207556828562865,0.0326972308493723,935.963791505399,1.10015967088408e-195,7.9810112595164e-194,"CYTH3","protein_coding"
"ENSMFAG00000042342",21.1885667127698,0.104842606047752,0.160949321383758,935.271239949739,1.55138166411978e-195,1.12131366287222e-193,"ENSMFAG00000042342","protein_coding"
"ENSMFAG00000002279",104.832357867753,-0.449977255742236,0.211886897035179,935.085930808822,1.70081653487597e-195,1.22483619949535e-193,"AQP1","protein_coding"
"ENSMFAG00000028497",2330.32560391578,-0.110630607998115,0.0449196268316677,930.339087748896,1.79350293918916e-194,1.28688727258475e-192,"AACS","protein_coding"
"ENSMFAG00000002140",1372.0988580259,0.0685857138476147,0.0264711425426481,928.28580783878,4.96838178376877e-194,3.55203294772918e-192,"NIPAL3","protein_coding"
"ENSMFAG00000039655",22.0280131658578,0.25193453295338,0.107301072625958,928.163749791106,5.27861615852998e-194,3.76020411697161e-192,"AK7","protein_coding"
"ENSMFAG00000002079",22.4338169057381,-0.208452351367751,0.116463225814775,928.132005669117,5.36242654589752e-194,3.80616548933993e-192,"SDR16C5","protein_coding"
"ENSMFAG00000037867",972.798170800518,-0.463695221666266,0.0649045890514933,923.134097183922,6.4040370679016e-193,4.52919209404425e-191,"ACHE","protein_coding"
"ENSMFAG00000003264",7795.60450473915,0.0894257119385269,0.0473622239501165,923.064206313193,6.63003178447258e-193,4.6722781132576e-191,"PAK1","protein_coding"
"ENSMFAG00000046337",674.607963391671,0.0279083677642692,0.0784260254664434,922.983251929985,6.90178785454458e-193,4.84647964220191e-191,"TESC","protein_coding"
"ENSMFAG00000037916",66.0278527749748,-0.976688399755641,0.181276054061563,922.007240675178,1.12019864699731e-192,7.83821266047903e-191,"CFAP54","protein_coding"
"ENSMFAG00000019146",1562.60463319981,0.382524539909442,0.0658474458056147,920.733466534826,2.10763184120938e-192,1.46953326822415e-190,"KCNK12","protein_coding"
"ENSMFAG00000001242",25.7057121918656,-0.102117850077229,0.106527464915765,919.373625677496,4.13845971782774e-192,2.87535518141468e-190,"PCOLCE2","protein_coding"
"ENSMFAG00000043462",341.874810778413,-0.931455354542385,0.0947011386266427,919.174931757399,4.56727059955554e-192,3.16215380598e-190,"GPR26","protein_coding"
"ENSMFAG00000002067",271.214525904519,0.954533832232951,0.101565304712752,919.088342440551,4.76778308414804e-192,3.28943691665766e-190,"MKX","protein_coding"
"ENSMFAG00000032467",253.141906206859,-0.393656882939772,0.0717620650882966,917.182851988866,1.22727169385482e-191,8.43781361085131e-190,"SAMD5","protein_coding"
"ENSMFAG00000045560",3630.60034454681,-0.303597736745146,0.0806369343254605,916.789425282535,1.4918374651127e-191,1.02211586325013e-189,"PEG10","protein_coding"
"ENSMFAG00000034217",534.183467689097,0.301237542337734,0.0815631844824629,915.992377893788,2.21553681894945e-191,1.51269801077891e-189,"GSG1L","protein_coding"
"ENSMFAG00000034190",613.565562483322,-0.00211548978456578,0.0561851893698998,914.563990686125,4.50072363604113e-191,3.06235444090909e-189,"ADAM19","protein_coding"
"ENSMFAG00000032787",453.620283079066,-0.026630184344629,0.0447699291931873,909.781077850459,4.82976513276208e-190,3.27494589689558e-188,"BEND5","protein_coding"
"ENSMFAG00000042881",250.524647615887,-0.042648205193247,0.0592199897267196,909.300699396837,6.12968034488507e-190,4.14215248511206e-188,"AADAT","protein_coding"
"ENSMFAG00000041774",102.859139922424,-0.462886449838152,0.103764544081934,904.990867160448,5.20116139319375e-189,3.50270705155287e-187,"HS3ST3A1","protein_coding"
"ENSMFAG00000036762",379.675543979047,-0.00887045578644241,0.0553043536418335,904.023186685534,8.40633878999265e-189,5.64196860558282e-187,"ANKRD13A","protein_coding"
"ENSMFAG00000037285",13.7667849234253,2.72214545327083,0.2722561478778,901.17405215775,3.45542235598713e-188,2.31126759079112e-186,"LHX9","protein_coding"
"ENSMFAG00000032053",5714.64304767071,0.048563013078377,0.0239009405772673,901.122108712398,3.54562738438938e-188,2.36359187664768e-186,"ABAT","protein_coding"
"ENSMFAG00000019616",41.1137895509607,-0.480019067093886,0.103726184089203,899.901326227322,6.49720540446364e-188,4.31659451316083e-186,"ENSMFAG00000019616","protein_coding"
