"gene_id","highest_network","donor_centered_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000001268","Hippocampal formation",0.902984766945808,"C1orf53","protein_coding"
"ENSMFAG00000037285","Hippocampal formation",2.75504515653238,"LHX9","protein_coding"
"ENSMFAG00000042183","Hippocampal formation",0.415718813815985,"NEK7","protein_coding"
"ENSMFAG00000044827","Subcortical",0.899802028817815,"PTPRC","protein_coding"
"ENSMFAG00000016170","Occipital/Temporal",0.756548999321699,"MIR181B1","miRNA"
"ENSMFAG00000007250","Parietal, and Parieto-occipital region",0.292205422502182,"MIR181A1","miRNA"
"ENSMFAG00000003840","Occipital/Temporal",0.670489275797495,"ENSMFAG00000003840","protein_coding"
"ENSMFAG00000036373","Hippocampal formation",1.67023832075115,"NR5A2","protein_coding"
"ENSMFAG00000001954","Occipital/Temporal",0.210107499281799,"ENSMFAG00000001954","pseudogene"
"ENSMFAG00000045576","Hippocampal formation",1.15496751945045,"KIF14","protein_coding"
"ENSMFAG00000040764","Subcortical",0.128402000806373,"ENSMFAG00000040764","pseudogene"
"ENSMFAG00000035416","Subcortical",0.304458287122848,"DDX59","protein_coding"
"ENSMFAG00000041258","Hippocampal formation",0.108675634778508,"CAMSAP2","protein_coding"
"ENSMFAG00000005397","Subcortical",1.45486223796159,"GPR25","protein_coding"
"ENSMFAG00000000317","Subcortical",0.509377585764831,"INAVA","protein_coding"
"ENSMFAG00000039907","Hippocampal formation",0.783340650740202,"KIF21B","protein_coding"
"ENSMFAG00000037274","Operculum/Insula",1.1854758988708,"CACNA1S","protein_coding"
"ENSMFAG00000045521","Hippocampal formation",0.36270054101577,"ASCL5","protein_coding"
"ENSMFAG00000041944","Hippocampal formation",0.181171357720237,"TMEM9","protein_coding"
"ENSMFAG00000045449","Hippocampal formation",1.29450406882207,"IGFN1","protein_coding"
"ENSMFAG00000003596","Cingulate gyrus",0.636736311862318,"PKP1","protein_coding"
"ENSMFAG00000003567","Lateral Prefrontal Cortex",1.12067240955438,"TNNT2","protein_coding"
"ENSMFAG00000044742","Subcortical",1.36696981467006,"LAD1","protein_coding"
"ENSMFAG00000037331","Orbitomedial Prefrontal Cortex (OMPFC)",0.715424099425231,"TNNI1","protein_coding"
"ENSMFAG00000024602","Frontal (agranular frontal motor areas)",0.495791968808457,"PHLDA3","protein_coding"
"ENSMFAG00000033632","Subcortical",0.590638794175924,"CSRP1","protein_coding"
"ENSMFAG00000029861","Hippocampal formation",0.330162346348457,"NAV1","protein_coding"
"ENSMFAG00000007064","Occipital/Temporal",0.353545321323672,"ENSMFAG00000007064","miRNA"
"ENSMFAG00000040255","Occipital/Temporal",0.279181848734495,"ENSMFAG00000040255","protein_coding"
"ENSMFAG00000006818","Orbitomedial Prefrontal Cortex (OMPFC)",0.258716311970336,"RF00026","snRNA"
"ENSMFAG00000035917","Cingulate gyrus",0.0794187299566374,"IPO9","protein_coding"
"ENSMFAG00000045544","Hippocampal formation",0.271906924879459,"SHISA4","protein_coding"
"ENSMFAG00000039790","Operculum/Insula",0.283551904002242,"LMOD1","protein_coding"
"ENSMFAG00000000231","Hippocampal formation",0.0852760132058149,"TIMM17A","protein_coding"
"ENSMFAG00000008155","Hippocampal formation",0.315991870478061,"RF00156","snoRNA"
"ENSMFAG00000001997","Hippocampal formation",0.167104900189349,"RNPEP","protein_coding"
"ENSMFAG00000037333","Orbitomedial Prefrontal Cortex (OMPFC)",0.394397946499351,"ELF3","protein_coding"
"ENSMFAG00000045614","Subcortical",0.226113164882472,"GPR37L1","protein_coding"
"ENSMFAG00000000767","Cingulate gyrus",0.139232387010565,"ARL8A","protein_coding"
"ENSMFAG00000039305","Subcortical",4.93311897202403,"PTPN7","protein_coding"
"ENSMFAG00000035892","Occipital/Temporal",0.61931610681173,"LGR6","protein_coding"
"ENSMFAG00000042839","Frontal (agranular frontal motor areas)",0.123268656702854,"UBE2T","protein_coding"
"ENSMFAG00000003726","Cingulate gyrus",0.194748892414746,"PPP1R12B","protein_coding"
"ENSMFAG00000002911","Cingulate gyrus",0.330699141069325,"ENSMFAG00000002911","protein_coding"
"ENSMFAG00000041286","Cingulate gyrus",0.295277270838466,"ENSMFAG00000041286","protein_coding"
"ENSMFAG00000042825","Frontal (agranular frontal motor areas)",1.72115338210439,"SYT2","protein_coding"
"ENSMFAG00000017880","Occipital/Temporal",0.130713605829805,"KDM5B","protein_coding"
"ENSMFAG00000037667","Operculum/Insula",0.149832613775703,"RABIF","protein_coding"
"ENSMFAG00000031203","Hippocampal formation",0.252764704359499,"ENSMFAG00000031203","protein_coding"
"ENSMFAG00000023682","Cingulate gyrus",0.408958878892456,"RF00019","misc_RNA"
"ENSMFAG00000007141","Subcortical",0.227647448035817,"ENSMFAG00000007141","protein_coding"
"ENSMFAG00000000852","Hippocampal formation",0.151362688890926,"CYB5R1","protein_coding"
"ENSMFAG00000034100","Frontal (agranular frontal motor areas)",0.133435189370613,"ENSMFAG00000034100","protein_coding"
"ENSMFAG00000000167","Occipital/Temporal",0.365449448428939,"PPFIA4","protein_coding"
"ENSMFAG00000043657","Hippocampal formation",0.370139397149177,"MYOG","protein_coding"
"ENSMFAG00000035176","Occipital/Temporal",0.352312407525783,"ADORA1","protein_coding"
"ENSMFAG00000038338","Subcortical",0.457488567581447,"MYBPH","protein_coding"
"ENSMFAG00000003587","Occipital/Temporal",0.660160245820826,"CHI3L1","protein_coding"
"ENSMFAG00000045615","Subcortical",0.77590603500303,"CHIT1","protein_coding"
"ENSMFAG00000025652","Subcortical",0.373075305778323,"BTG2","protein_coding"
"ENSMFAG00000033719","Orbitomedial Prefrontal Cortex (OMPFC)",0.903398163806455,"FMOD","protein_coding"
"ENSMFAG00000040633","Hippocampal formation",0.304145955329877,"PRELP","protein_coding"
"ENSMFAG00000046890","Subcortical",0.854326606897346,"ENSMFAG00000046890","lincRNA"
"ENSMFAG00000010073","Hippocampal formation",0.818381413035254,"ATP2B4","protein_coding"
"ENSMFAG00000009102","Orbitomedial Prefrontal Cortex (OMPFC)",0.666582200889727,"RF00599","snoRNA"
"ENSMFAG00000046296","Subcortical",0.319028197272165,"LAX1","protein_coding"
"ENSMFAG00000003997","Occipital/Temporal",0.138500272145343,"ENSMFAG00000003997","protein_coding"
"ENSMFAG00000039994","Hippocampal formation",0.261640605444119,"ENSMFAG00000039994","protein_coding"
"ENSMFAG00000032765","Subcortical",0.438499822061195,"SOX13","protein_coding"
"ENSMFAG00000000571","Subcortical",1.34836808957528,"ETNK2","protein_coding"
"ENSMFAG00000032175","Cingulate gyrus",0.218635449722488,"GOLT1A","protein_coding"
"ENSMFAG00000042643","Occipital/Temporal",0.206012847469008,"PLEKHA6","protein_coding"
"ENSMFAG00000039142","Occipital/Temporal",0.179973575933593,"PPP1R15B","protein_coding"
"ENSMFAG00000003126","Subcortical",0.563866679133824,"PIK3C2B","protein_coding"
"ENSMFAG00000033606","Subcortical",0.231815272716615,"MDM4","protein_coding"
"ENSMFAG00000010454","Hippocampal formation",0.571663456083774,"LRRN2","protein_coding"
"ENSMFAG00000006551","Cingulate gyrus",0.475826948884003,"ENSMFAG00000006551","protein_coding"
"ENSMFAG00000033112","Subcortical",0.240751666706111,"NFASC","protein_coding"
"ENSMFAG00000038396","Subcortical",0.830822723460638,"CNTN2","protein_coding"
"ENSMFAG00000012589","Temporal",0.241599213878241,"TMEM81","protein_coding"
"ENSMFAG00000038790","Temporal",0.0982301720653278,"RBBP5","protein_coding"
"ENSMFAG00000040203","Frontal (agranular frontal motor areas)",0.054910383198237,"DSTYK","protein_coding"
"ENSMFAG00000038713","Hippocampal formation",0.222912942433611,"TMCC2","protein_coding"
"ENSMFAG00000033723","Subcortical",0.854261381326546,"ENSMFAG00000033723","protein_coding"
"ENSMFAG00000038432","Hippocampal formation",0.208124802820115,"NUAK2","protein_coding"
"ENSMFAG00000037118","Hippocampal formation",1.00766739647442,"KLHDC8A","protein_coding"
"ENSMFAG00000036675","Subcortical",1.07011936723208,"LEMD1","protein_coding"
"ENSMFAG00000034746","Occipital/Temporal",0.511633059628982,"ENSMFAG00000034746","protein_coding"
"ENSMFAG00000003017","Cingulate gyrus",0.401713219626569,"CDK18","protein_coding"
"ENSMFAG00000039412","Operculum/Insula",0.383577490812737,"MFSD4A","protein_coding"
"ENSMFAG00000008092","Occipital/Temporal",0.585276840573467,"RF00026","snRNA"
"ENSMFAG00000033410","Occipital/Temporal",0.316505625763493,"ELK4","protein_coding"
"ENSMFAG00000045958","Subcortical",1.39264501944414,"SLC45A3","protein_coding"
"ENSMFAG00000037864","Subcortical",0.0944025752576291,"ENSMFAG00000037864","protein_coding"
"ENSMFAG00000041134","Hippocampal formation",0.190834761326859,"NUCKS1","protein_coding"
"ENSMFAG00000035315","Occipital/Temporal",0.29169512048284,"RF00139","snoRNA"
"ENSMFAG00000039685","Subcortical",0.461718329885387,"RAB29","protein_coding"
"ENSMFAG00000041913","Hippocampal formation",0.194258232071228,"SLC41A1","protein_coding"
"ENSMFAG00000039759","Occipital/Temporal",0.602950422599758,"PM20D1","protein_coding"
"ENSMFAG00000034099","Subcortical",1.02868385228777,"SLC26A9","protein_coding"
"ENSMFAG00000047024","Subcortical",1.21908617987393,"ENSMFAG00000047024","lincRNA"
"ENSMFAG00000045307","Subcortical",1.07590766516876,"RHEX","protein_coding"
"ENSMFAG00000043825","Operculum/Insula",0.201922416376872,"ENSMFAG00000043825","protein_coding"
"ENSMFAG00000003779","Cingulate gyrus",0.0894006591246199,"ENSMFAG00000003779","protein_coding"
"ENSMFAG00000042587","Subcortical",1.01845467039318,"IKBKE","protein_coding"
"ENSMFAG00000042279","Frontal (agranular frontal motor areas)",0.477129467387505,"RASSF5","protein_coding"
"ENSMFAG00000033925","Subcortical",0.114994488607908,"EIF2D","protein_coding"
"ENSMFAG00000041236","Hippocampal formation",1.18800727504878,"DYRK3","protein_coding"
"ENSMFAG00000033489","Hippocampal formation",0.289456168174906,"MAPKAPK2","protein_coding"
"ENSMFAG00000033129","Subcortical",0.768870427560536,"FCMR","protein_coding"
"ENSMFAG00000030569","Occipital/Temporal",0.358100581508754,"YOD1","protein_coding"
"ENSMFAG00000041915","Hippocampal formation",0.128702168967922,"PFKFB2","protein_coding"
"ENSMFAG00000039131","Subcortical",0.555023291222807,"CD55","protein_coding"
"ENSMFAG00000030680","Hippocampal formation",0.616766186291213,"CR2","protein_coding"
"ENSMFAG00000003599","Hippocampal formation",1.47963836931091,"CR1","protein_coding"
"ENSMFAG00000003828","Hippocampal formation",0.460048462629094,"CD46","protein_coding"
"ENSMFAG00000012010","Occipital/Temporal",0.721862397790333,"MIR29C","miRNA"
"ENSMFAG00000013373","Occipital/Temporal",0.658201129195072,"MIR29B2","miRNA"
"ENSMFAG00000030198","Occipital/Temporal",0.588448012926628,"ENSMFAG00000030198","protein_coding"
"ENSMFAG00000006003","Frontal (agranular frontal motor areas)",0.335409619751913,"CD34","protein_coding"
"ENSMFAG00000003249","Cingulate gyrus",0.180065844299862,"PLXNA2","protein_coding"
"ENSMFAG00000046540","Operculum/Insula",1.33500757004414,"ENSMFAG00000046540","lincRNA"
"ENSMFAG00000016548","Subcortical",0.221951269186928,"ENSMFAG00000016548","protein_coding"
"ENSMFAG00000002653","Frontal (agranular frontal motor areas)",0.378684375722929,"CAMK1G","protein_coding"
"ENSMFAG00000024733","Hippocampal formation",1.05145012538331,"G0S2","protein_coding"
"ENSMFAG00000036386","Frontal (agranular frontal motor areas)",0.954078361364036,"HSD11B1","protein_coding"
"ENSMFAG00000003810","Subcortical",1.05965385085891,"TRAF3IP3","protein_coding"
"ENSMFAG00000030051","Cingulate gyrus",0.168988321814949,"C1orf74","protein_coding"
"ENSMFAG00000033961","Orbitomedial Prefrontal Cortex (OMPFC)",0.883677737446458,"IRF6","protein_coding"
"ENSMFAG00000001353","Orbitomedial Prefrontal Cortex (OMPFC)",0.0858506825858111,"UTP25","protein_coding"
"ENSMFAG00000036849","Orbitomedial Prefrontal Cortex (OMPFC)",0.204413529723372,"SYT14","protein_coding"
"ENSMFAG00000038535","Occipital/Temporal",1.11371504998045,"SERTAD4","protein_coding"
"ENSMFAG00000003760","Hippocampal formation",0.612994438885078,"HHAT","protein_coding"
"ENSMFAG00000000121","Temporal",0.36055633171896,"KCNH1","protein_coding"
"ENSMFAG00000002953","Occipital/Temporal",0.367005826618456,"ENSMFAG00000002953","protein_coding"
"ENSMFAG00000000464","Occipital/Temporal",0.183202030127415,"RCOR3","protein_coding"
"ENSMFAG00000040124","Occipital/Temporal",0.300824649802357,"TRAF5","protein_coding"
"ENSMFAG00000039946","Subcortical",0.166551074202489,"SLC30A1","protein_coding"
"ENSMFAG00000041966","Lateral Prefrontal Cortex",1.02266414856351,"NEK2","protein_coding"
"ENSMFAG00000001051","Occipital/Temporal",0.130167127322669,"LPGAT1","protein_coding"
"ENSMFAG00000022325","Subcortical",0.299361971119514,"RF00017","misc_RNA"
"ENSMFAG00000034220","Subcortical",0.431670432540955,"INTS7","protein_coding"
"ENSMFAG00000045273","Subcortical",0.246490521444113,"DTL","protein_coding"
"ENSMFAG00000034643","Subcortical",0.484984488678288,"PPP2R5A","protein_coding"
"ENSMFAG00000021884","Subcortical",0.298660923276547,"RF00190","snoRNA"
"ENSMFAG00000042534","Hippocampal formation",0.62889558950506,"TMEM206","protein_coding"
"ENSMFAG00000038465","Hippocampal formation",0.256671220069925,"NENF","protein_coding"
"ENSMFAG00000033392","Subcortical",1.00403353360733,"ATF3","protein_coding"
"ENSMFAG00000031859","Hippocampal formation",0.397930938122818,"BATF3","protein_coding"
"ENSMFAG00000042309","Subcortical",0.376059996975478,"NSL1","protein_coding"
"ENSMFAG00000041006","Operculum/Insula",0.108686773035056,"TATDN3","protein_coding"
"ENSMFAG00000040298","Subcortical",0.548828459117934,"SPATA45","protein_coding"
"ENSMFAG00000032026","Hippocampal formation",0.176092301121735,"FLVCR1","protein_coding"
"ENSMFAG00000041909","Cingulate gyrus",0.466643501085838,"VASH2","protein_coding"
"ENSMFAG00000039813","Subcortical",0.216377955196192,"ANGEL2","protein_coding"
"ENSMFAG00000034322","Frontal (agranular frontal motor areas)",0.118532926304793,"RPS6KC1","protein_coding"
"ENSMFAG00000042228","Hippocampal formation",1.22726189966176,"PROX1","protein_coding"
"ENSMFAG00000047140","Subcortical",1.31788398607264,"ENSMFAG00000047140","lincRNA"
"ENSMFAG00000022994","Frontal (agranular frontal motor areas)",0.453966680529232,"SMYD2","protein_coding"
"ENSMFAG00000001580","Hippocampal formation",0.454492886557327,"PTPN14","protein_coding"
"ENSMFAG00000038702","Hippocampal formation",0.324073469958212,"CENPF","protein_coding"
"ENSMFAG00000037275","Subcortical",1.12139623200308,"KCNK2","protein_coding"
"ENSMFAG00000042976","Subcortical",0.183287175285402,"KCTD3","protein_coding"
"ENSMFAG00000043973","Hippocampal formation",0.321326217945795,"USH2A","protein_coding"
"ENSMFAG00000016818","Frontal (agranular frontal motor areas)",0.331087935181401,"ENSMFAG00000016818","protein_coding"
"ENSMFAG00000004706","Occipital/Temporal",1.14462479457739,"ESRRG","protein_coding"
"ENSMFAG00000000617","Orbitomedial Prefrontal Cortex (OMPFC)",0.0836309123117041,"GPATCH2","protein_coding"
"ENSMFAG00000030832","Hippocampal formation",1.83464993995734,"SPATA17","protein_coding"
"ENSMFAG00000046095","Hippocampal formation",0.179060736898362,"RRP15","protein_coding"
"ENSMFAG00000002417","Hippocampal formation",0.659542844709694,"TGFB2","protein_coding"
"ENSMFAG00000003062","Hippocampal formation",0.261385176516641,"LYPLAL1","protein_coding"
"ENSMFAG00000030239","Hippocampal formation",0.214948346794083,"ENSMFAG00000030239","protein_coding"
"ENSMFAG00000038321","Hippocampal formation",0.692710940437207,"SLC30A10","protein_coding"
"ENSMFAG00000041902","Hippocampal formation",0.150388043528457,"EPRS","protein_coding"
"ENSMFAG00000003970","Hippocampal formation",0.39680198259661,"BPNT1","protein_coding"
"ENSMFAG00000000345","Hippocampal formation",0.0738576883548281,"IARS2","protein_coding"
"ENSMFAG00000035771","Occipital/Temporal",0.0444094495547205,"RAB3GAP2","protein_coding"
"ENSMFAG00000002534","Occipital/Temporal",0.415126380218964,"ENSMFAG00000002534","protein_coding"
"ENSMFAG00000039269","Orbitomedial Prefrontal Cortex (OMPFC)",0.247642445928313,"MARK1","protein_coding"
"ENSMFAG00000037316","Operculum/Insula",0.432690935444274,"C1orf115","protein_coding"
"ENSMFAG00000032804","Subcortical",0.281069850578277,"MARCH2","protein_coding"
"ENSMFAG00000039208","Frontal (agranular frontal motor areas)",0.134627346115517,"ENSMFAG00000039208","protein_coding"
"ENSMFAG00000013565","Parietal, and Parieto-occipital region",0.323198889473626,"RF00619","snRNA"
"ENSMFAG00000002500","Hippocampal formation",0.368768731619125,"HLX","protein_coding"
"ENSMFAG00000035766","Occipital/Temporal",0.183381189035918,"DUSP10","protein_coding"
"ENSMFAG00000036732","Hippocampal formation",0.147872503882515,"HHIPL2","protein_coding"
"ENSMFAG00000039364","Occipital/Temporal",0.30125762938631,"TAF1A","protein_coding"
"ENSMFAG00000002094","Occipital/Temporal",0.274741233715083,"MIA3","protein_coding"
"ENSMFAG00000002217","Orbitomedial Prefrontal Cortex (OMPFC)",0.11046795765619,"AIDA","protein_coding"
"ENSMFAG00000000410","Subcortical",0.277989504079099,"BROX","protein_coding"
"ENSMFAG00000033892","Hippocampal formation",0.645622313116184,"DISP1","protein_coding"
"ENSMFAG00000029363","Hippocampal formation",0.966054838671456,"TLR5","protein_coding"
"ENSMFAG00000043811","Hippocampal formation",0.708032718806877,"SUSD4","protein_coding"
"ENSMFAG00000045104","Subcortical",0.736963091706499,"CCDC185","protein_coding"
"ENSMFAG00000034450","Hippocampal formation",0.401910177898392,"ENSMFAG00000034450","pseudogene"
"ENSMFAG00000039325","Occipital/Temporal",0.395667687669403,"ENSMFAG00000039325","protein_coding"
"ENSMFAG00000042857","Subcortical",1.06958540935477,"CAPN8","protein_coding"
"ENSMFAG00000003091","Subcortical",0.46310059637815,"CAPN2","protein_coding"
"ENSMFAG00000003807","Subcortical",0.298689675563065,"TP53BP2","protein_coding"
"ENSMFAG00000000604","Hippocampal formation",0.160605116135081,"FBXO28","protein_coding"
"ENSMFAG00000039054","Hippocampal formation",0.466635038838447,"DEGS1","protein_coding"
"ENSMFAG00000003164","Occipital/Temporal",0.18015072032807,"NVL","protein_coding"
"ENSMFAG00000003700","Hippocampal formation",0.146453503032546,"CNIH4","protein_coding"
"ENSMFAG00000036710","Hippocampal formation",0.168868778193109,"WDR26","protein_coding"
"ENSMFAG00000039040","Hippocampal formation",1.07826031726702,"CNIH3","protein_coding"
"ENSMFAG00000036618","Hippocampal formation",3.62097459480884,"ENSMFAG00000036618","protein_coding"
"ENSMFAG00000034066","Occipital/Temporal",0.259694848182644,"LBR","protein_coding"
"ENSMFAG00000019058","Hippocampal formation",0.324186741756761,"ENAH","protein_coding"
"ENSMFAG00000002641","Hippocampal formation",0.382934527138593,"SRP9","protein_coding"
"ENSMFAG00000000352","Subcortical",0.561727930174886,"EPHX1","protein_coding"
"ENSMFAG00000045994","Subcortical",0.906683538517839,"TMEM63A","protein_coding"
"ENSMFAG00000031760","Hippocampal formation",0.355180583260046,"ENSMFAG00000031760","protein_coding"
"ENSMFAG00000031291","Subcortical",0.139718753635564,"SDE2","protein_coding"
"ENSMFAG00000045269","Subcortical",0.360514453226235,"ENSMFAG00000045269","protein_coding"
